,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
9197,Leicester,Manchester United,1.73813,1.5137,1,2,a,2018-08-10 22:00:00
9210,Leicester,Wolverhampton Wanderers,0.222843,1.09349,2,0,h,2018-08-18 17:00:00
9218,Leicester,Southampton,0.517935,0.542494,2,1,a,2018-08-25 17:00:00
9227,Leicester,Liverpool,0.981217,1.22722,1,2,h,2018-09-01 11:30:00
9242,Leicester,Bournemouth,1.82502,2.22726,2,4,a,2018-09-15 14:00:00
9250,Leicester,Huddersfield,1.80404,0.688176,3,1,h,2018-09-22 14:00:00
9259,Leicester,Newcastle United,1.34341,0.397301,2,0,a,2018-09-29 14:00:00
9270,Leicester,Everton,1.10472,1.14952,1,2,h,2018-10-06 14:00:00
9286,Leicester,Arsenal,0.932491,2.91637,1,3,a,2018-10-22 19:00:00
9293,Leicester,West Ham,1.95344,1.56009,1,1,h,2018-10-27 16:30:00
9302,Leicester,Cardiff,2.18288,0.922262,1,0,a,2018-11-03 15:00:00
9310,Leicester,Burnley,1.5091,0.368393,0,0,h,2018-11-10 15:00:00
9322,Leicester,Brighton,1.12521,0.862315,1,1,a,2018-11-24 15:00:00
9331,Leicester,Watford,1.41758,1.19923,2,0,h,2018-12-01 15:00:00
9342,Leicester,Fulham,1.21575,1.47593,1,1,a,2018-12-05 19:45:00
9350,Leicester,Tottenham,0.357742,0.917968,0,2,h,2018-12-08 19:45:00
9365,Leicester,Crystal Palace,0.895305,0.39698,0,1,a,2018-12-15 15:00:00
9373,Leicester,Chelsea,0.456492,2.40458,1,0,a,2018-12-22 15:00:00
9382,Leicester,Manchester City,1.55714,1.34781,2,1,h,2018-12-26 15:00:00
9392,Leicester,Cardiff,1.51648,0.493212,0,1,h,2018-12-29 15:00:00
9402,Leicester,Everton,0.644144,0.871304,1,0,a,2019-01-01 12:30:00
9410,Leicester,Southampton,1.75983,1.41659,1,2,h,2019-01-12 15:00:00
9417,Leicester,Wolverhampton Wanderers,1.33831,2.21719,3,4,a,2019-01-19 12:30:00
9436,Leicester,Liverpool,1.1272,0.576336,1,1,a,2019-01-30 20:00:00
9440,Leicester,Manchester United,1.40067,1.49717,0,1,h,2019-02-03 14:05:00
9452,Leicester,Tottenham,3.02164,1.21144,1,3,a,2019-02-10 13:30:00
9460,Leicester,Crystal Palace,0.946697,1.57739,1,4,h,2019-02-23 17:30:00
9467,Leicester,Brighton,1.92171,1.20566,2,1,h,2019-02-26 19:45:00
9479,Leicester,Watford,0.794683,1.36515,1,2,a,2019-03-03 12:00:00
9491,Leicester,Fulham,2.13494,0.15103,3,1,h,2019-03-09 15:00:00
9504,Leicester,Burnley,0.608954,1.17008,2,1,a,2019-03-16 15:00:00
9511,Leicester,Bournemouth,1.8935,0.790333,2,0,h,2019-03-30 15:00:00
9523,Leicester,Huddersfield,3.61876,1.62301,4,1,a,2019-04-06 15:00:00
9532,Leicester,Newcastle United,0.877377,0.945804,0,1,h,2019-04-12 20:00:00
9538,Leicester,West Ham,0.8065,1.36558,2,2,a,2019-04-20 15:00:00
9552,Leicester,Arsenal,3.6797,0.600697,3,0,h,2019-04-28 12:00:00
9560,Leicester,Manchester City,0.537307,1.08617,0,1,a,2019-05-06 19:00:00
9572,Leicester,Chelsea,0.345306,1.26735,0,0,h,2019-05-12 14:00:00
