,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
14086,Fulham,Arsenal,0.126327,2.16287,0,3,h,2020-09-12 11:30:00
14097,Fulham,Leeds,1.55503,1.45254,3,4,a,2020-09-19 14:00:00
14114,Fulham,Aston Villa,0.534675,2.03222,0,3,h,2020-09-28 17:00:00
14474,Fulham,Wolverhampton Wanderers,0.969393,0.89359,0,1,a,2020-10-04 13:00:00
14482,Fulham,Sheffield United,1.35611,1.66363,1,1,a,2020-10-18 11:00:00
14489,Fulham,Crystal Palace,1.05258,2.81049,1,2,h,2020-10-24 14:00:00
14497,Fulham,West Bromwich Albion,1.62247,0.482685,2,0,h,2020-11-02 17:30:00
14514,Fulham,West Ham,1.84922,1.42614,0,1,a,2020-11-07 20:00:00
14517,Fulham,Everton,1.87028,2.2508,2,3,h,2020-11-22 12:00:00
14532,Fulham,Leicester,2.03719,1.27814,2,1,a,2020-11-30 17:30:00
14540,Fulham,Manchester City,0.287444,3.26328,0,2,a,2020-12-05 15:00:00
14547,Fulham,Liverpool,1.72509,1.82445,1,1,h,2020-12-13 16:30:00
14557,Fulham,Brighton,1.00448,0.462456,0,0,h,2020-12-16 20:00:00
14571,Fulham,Newcastle United,1.10645,1.26725,1,1,a,2020-12-19 20:00:00
14577,Fulham,Southampton,0.781855,0.119709,0,0,h,2020-12-26 15:00:00
14589,Fulham,Tottenham,1.05329,3.14372,1,1,a,2021-01-13 20:00:00
14617,Fulham,Chelsea,0.46126,1.37939,0,1,h,2021-01-16 17:30:00
14607,Fulham,Manchester United,0.753669,1.68401,1,2,h,2021-01-20 20:15:00
14625,Fulham,Brighton,0.513226,2.29129,0,0,a,2021-01-27 19:30:00
14640,Fulham,West Bromwich Albion,1.52044,0.994664,2,2,a,2021-01-30 15:00:00
14647,Fulham,Leicester,0.731288,1.71299,0,2,h,2021-02-03 18:00:00
14657,Fulham,West Ham,1.60884,0.943539,0,0,h,2021-02-06 17:30:00
14669,Fulham,Everton,2.55085,0.314075,2,0,a,2021-02-14 19:00:00
14602,Fulham,Burnley,0.594471,1.20642,1,1,a,2021-02-17 18:00:00
14679,Fulham,Sheffield United,1.21006,0.977747,1,0,h,2021-02-20 20:00:00
14687,Fulham,Crystal Palace,0.813134,0.0880148,0,0,a,2021-02-28 12:00:00
14757,Fulham,Tottenham,1.1715,1.5519,0,1,h,2021-03-04 18:00:00
14699,Fulham,Liverpool,1.37047,0.701764,1,0,a,2021-03-07 14:00:00
14708,Fulham,Manchester City,0.449499,2.72578,0,3,h,2021-03-13 20:00:00
14718,Fulham,Leeds,1.47498,1.40706,1,2,h,2021-03-19 20:00:00
14726,Fulham,Aston Villa,1.52172,1.52229,1,3,a,2021-04-04 15:30:00
14738,Fulham,Wolverhampton Wanderers,0.733154,0.428134,0,1,h,2021-04-09 19:00:00
14745,Fulham,Arsenal,0.839128,2.85573,1,1,a,2021-04-18 12:30:00
14767,Fulham,Chelsea,0.290042,1.8433,0,2,a,2021-05-01 16:30:00
14777,Fulham,Burnley,0.778074,1.65831,0,2,h,2021-05-10 19:00:00
14792,Fulham,Southampton,0.875957,2.29146,1,3,a,2021-05-15 14:00:00
14800,Fulham,Manchester United,0.872643,0.92243,1,1,a,2021-05-18 17:00:00
14807,Fulham,Newcastle United,0.98902,1.60157,0,2,h,2021-05-23 15:00:00
