,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
82,Bournemouth,Aston Villa,0.876106,0.782253,0,1,h,2015-08-08 18:00:00
100,Bournemouth,Liverpool,0.460805,2.15062,0,1,a,2015-08-17 23:00:00
106,Bournemouth,West Ham,2.8554,1.50203,4,3,a,2015-08-22 18:00:00
114,Bournemouth,Leicester,0.321432,0.919097,1,1,h,2015-08-29 18:00:00
126,Bournemouth,Norwich,0.389495,1.33151,1,3,a,2015-09-12 18:00:00
134,Bournemouth,Sunderland,0.644335,0.854867,2,0,h,2015-09-19 18:00:00
143,Bournemouth,Stoke,0.871678,1.94483,1,2,a,2015-09-26 18:00:00
153,Bournemouth,Watford,1.50268,0.913291,1,1,h,2015-10-03 18:00:00
167,Bournemouth,Manchester City,0.173025,4.71274,1,5,a,2015-10-17 18:00:00
178,Bournemouth,Tottenham,0.490581,3.43313,1,5,h,2015-10-25 18:05:00
189,Bournemouth,Southampton,0.712132,1.15966,0,2,a,2015-11-01 20:00:00
191,Bournemouth,Newcastle United,1.00427,0.504409,0,1,h,2015-11-07 16:45:00
202,Bournemouth,Swansea,1.58509,1.88526,2,2,a,2015-11-21 19:00:00
213,Bournemouth,Everton,1.69105,0.729005,3,3,h,2015-11-28 19:00:00
228,Bournemouth,Chelsea,1.25911,1.66952,1,0,a,2015-12-05 21:30:00
236,Bournemouth,Manchester United,1.05032,1.96768,2,1,h,2015-12-12 21:30:00
241,Bournemouth,West Bromwich Albion,1.89177,0.698255,2,1,a,2015-12-19 19:00:00
255,Bournemouth,Crystal Palace,0.871395,0.405181,0,0,h,2015-12-26 19:00:00
266,Bournemouth,Arsenal,0.343752,3.12958,0,2,a,2015-12-28 21:30:00
274,Bournemouth,Leicester,1.2593,2.28506,0,0,a,2016-01-02 19:00:00
283,Bournemouth,West Ham,0.729546,1.18455,1,3,h,2016-01-12 23:45:00
296,Bournemouth,Norwich,2.53086,0.595472,3,0,h,2016-01-16 19:00:00
306,Bournemouth,Sunderland,1.26851,0.612134,1,1,a,2016-01-23 19:00:00
316,Bournemouth,Crystal Palace,1.17427,1.62395,2,1,a,2016-02-03 00:00:00
329,Bournemouth,Arsenal,0.584316,1.13957,0,2,h,2016-02-07 17:30:00
336,Bournemouth,Stoke,1.19427,0.927348,1,3,h,2016-02-13 19:00:00
342,Bournemouth,Watford,0.955252,1.00481,0,0,a,2016-02-27 19:00:00
350,Bournemouth,Southampton,1.41228,0.954161,2,0,h,2016-03-01 23:45:00
365,Bournemouth,Newcastle United,1.26853,0.833931,3,1,a,2016-03-05 19:00:00
371,Bournemouth,Swansea,0.70756,1.09562,3,2,h,2016-03-12 19:00:00
383,Bournemouth,Tottenham,0.120366,2.02694,0,3,a,2016-03-20 20:00:00
386,Bournemouth,Manchester City,1.3239,0.868303,0,4,h,2016-04-02 18:00:00
398,Bournemouth,Aston Villa,1.0038,0.220872,2,1,a,2016-04-09 18:00:00
412,Bournemouth,Liverpool,0.85914,1.81443,1,2,h,2016-04-17 16:30:00
422,Bournemouth,Chelsea,0.575087,2.07192,1,4,h,2016-04-23 18:00:00
429,Bournemouth,Everton,1.42599,0.95281,1,2,a,2016-04-30 18:00:00
441,Bournemouth,West Bromwich Albion,0.814964,1.34282,1,1,h,2016-05-07 18:00:00
460,Bournemouth,Manchester United,0.503471,1.72109,1,3,a,2016-05-17 23:00:00
