,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
461,Hull,Leicester,0.740018,2.45631,2,1,h,2016-08-13 15:30:00
474,Hull,Swansea,2.18655,1.14134,2,0,a,2016-08-20 18:00:00
488,Hull,Manchester United,0.268815,2.47208,0,1,h,2016-08-27 20:30:00
496,Hull,Burnley,0.907116,0.453149,1,1,a,2016-09-10 18:00:00
502,Hull,Arsenal,0.969693,3.63453,1,4,h,2016-09-17 18:00:00
516,Hull,Liverpool,0.157549,4.64913,1,5,a,2016-09-24 18:00:00
524,Hull,Chelsea,0.27266,1.99155,0,2,h,2016-10-01 18:00:00
533,Hull,Bournemouth,0.388589,2.92532,1,6,a,2016-10-15 18:00:00
545,Hull,Stoke,0.701606,1.04273,0,2,h,2016-10-22 18:00:00
2679,Hull,Watford,0.251367,1.14991,0,1,a,2016-10-29 18:00:00
2694,Hull,Southampton,0.561215,2.03046,2,1,h,2016-11-06 18:15:00
2700,Hull,Sunderland,1.25065,0.951511,0,3,a,2016-11-19 19:00:00
2708,Hull,West Bromwich Albion,0.424457,1.40213,1,1,h,2016-11-26 19:00:00
3114,Hull,Middlesbrough,0.221339,1.94961,0,1,a,2016-12-06 00:00:00
3116,Hull,Crystal Palace,2.16649,1.50059,3,3,h,2016-12-10 19:00:00
3134,Hull,Tottenham,0.570636,2.83077,0,3,a,2016-12-15 00:00:00
3137,Hull,West Ham,1.13479,1.92151,0,1,a,2016-12-17 19:00:00
3152,Hull,Manchester City,0.350069,2.22237,0,3,h,2016-12-26 21:15:00
3155,Hull,Everton,0.852585,1.27757,2,2,h,2016-12-31 00:00:00
3333,Hull,West Bromwich Albion,0.992341,0.883566,1,3,a,2017-01-02 19:00:00
3344,Hull,Bournemouth,1.18904,1.43455,3,1,h,2017-01-14 19:00:00
3359,Hull,Chelsea,0.314532,1.47165,0,2,a,2017-01-22 19:30:00
3368,Hull,Manchester United,0.395896,1.48151,0,0,a,2017-02-01 23:00:00
3373,Hull,Liverpool,1.88587,1.12538,2,0,h,2017-02-04 15:00:00
3380,Hull,Arsenal,0.466403,3.1235,0,2,a,2017-02-11 12:30:00
3394,Hull,Burnley,1.59037,0.473058,1,1,h,2017-02-25 15:00:00
3400,Hull,Leicester,1.1216,1.81255,1,3,a,2017-03-04 15:00:00
3417,Hull,Swansea,1.98818,1.44148,2,1,h,2017-03-11 15:00:00
3427,Hull,Everton,0.528692,2.63141,0,4,a,2017-03-18 15:00:00
3433,Hull,West Ham,0.778704,1.24571,2,1,h,2017-04-01 15:00:00
3442,Hull,Middlesbrough,2.23261,1.30673,4,2,h,2017-04-05 19:45:00
3457,Hull,Manchester City,0.358364,2.33731,1,3,a,2017-04-08 15:00:00
3463,Hull,Stoke,1.17696,2.01829,1,3,a,2017-04-15 15:00:00
3474,Hull,Watford,1.42309,1.15869,2,0,h,2017-04-22 15:00:00
3484,Hull,Southampton,0.472435,1.24844,0,0,a,2017-04-29 15:00:00
3494,Hull,Sunderland,1.21734,1.95502,0,2,h,2017-05-06 15:00:00
3501,Hull,Crystal Palace,0.518148,2.73274,0,4,a,2017-05-14 12:00:00
3513,Hull,Tottenham,0.812723,3.89027,1,7,h,2017-05-21 15:00:00
