,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
463,Tottenham,Everton,1.12348,0.790063,1,1,a,2016-08-13 18:00:00
475,Tottenham,Crystal Palace,2.25623,0.357943,1,0,h,2016-08-20 18:00:00
481,Tottenham,Liverpool,0.590511,1.92569,1,1,h,2016-08-27 15:30:00
493,Tottenham,Stoke,2.77025,1.01771,4,0,a,2016-09-10 18:00:00
510,Tottenham,Sunderland,2.52591,0.960821,1,0,h,2016-09-18 19:30:00
512,Tottenham,Middlesbrough,1.4158,0.361508,2,1,a,2016-09-24 18:00:00
529,Tottenham,Manchester City,1.69975,0.909513,2,0,h,2016-10-02 17:15:00
536,Tottenham,West Bromwich Albion,1.32318,1.30365,1,1,a,2016-10-15 18:00:00
541,Tottenham,Bournemouth,0.74529,0.523371,0,0,a,2016-10-22 15:30:00
2678,Tottenham,Leicester,1.69833,0.740987,1,1,h,2016-10-29 18:00:00
2692,Tottenham,Arsenal,1.19585,0.675745,1,1,a,2016-11-06 16:00:00
2704,Tottenham,West Ham,2.53396,1.76706,3,2,h,2016-11-19 21:30:00
2712,Tottenham,Chelsea,0.422568,1.24948,1,2,a,2016-11-26 21:30:00
3109,Tottenham,Swansea,3.9767,0.0342109,5,0,h,2016-12-03 19:00:00
3122,Tottenham,Manchester United,0.720341,1.04894,0,1,a,2016-12-11 18:15:00
3134,Tottenham,Hull,2.83077,0.570636,3,0,h,2016-12-15 00:00:00
3143,Tottenham,Burnley,1.50755,1.17031,2,1,h,2016-12-18 20:00:00
3154,Tottenham,Southampton,1.61035,0.403743,4,1,a,2016-12-28 23:45:00
3328,Tottenham,Watford,3.06509,1.26331,4,1,a,2017-01-01 13:30:00
3339,Tottenham,Chelsea,1.00945,0.912754,2,0,h,2017-01-05 00:00:00
3340,Tottenham,West Bromwich Albion,2.65474,0.165019,4,0,h,2017-01-14 16:30:00
3356,Tottenham,Manchester City,1.12391,2.52702,2,2,a,2017-01-21 20:30:00
3364,Tottenham,Sunderland,0.682758,0.228009,0,0,a,2017-01-31 22:45:00
3377,Tottenham,Middlesbrough,2.10053,0.50484,1,0,h,2017-02-04 17:30:00
3386,Tottenham,Liverpool,0.622104,2.38009,0,2,a,2017-02-11 17:30:00
3397,Tottenham,Stoke,1.89002,0.743596,4,0,h,2017-02-26 13:30:00
3406,Tottenham,Everton,1.70225,0.808013,3,2,h,2017-03-05 13:30:00
3422,Tottenham,Southampton,1.64328,0.839989,2,1,h,2017-03-19 14:15:00
3431,Tottenham,Burnley,2.36346,0.44677,2,0,a,2017-04-01 15:00:00
3444,Tottenham,Swansea,2.2242,0.872579,3,1,a,2017-04-05 19:45:00
3453,Tottenham,Watford,1.18779,0.369968,4,0,h,2017-04-08 12:30:00
3465,Tottenham,Bournemouth,3.28588,0.211502,4,0,h,2017-04-15 12:30:00
3415,Tottenham,Crystal Palace,1.00589,0.321722,1,0,a,2017-04-26 20:00:00
3487,Tottenham,Arsenal,3.46042,0.589537,2,0,h,2017-04-30 16:30:00
3499,Tottenham,West Ham,0.451017,2.21043,0,1,a,2017-05-05 20:00:00
3507,Tottenham,Manchester United,2.10698,1.03696,2,1,h,2017-05-14 16:30:00
3475,Tottenham,Leicester,2.64912,0.725721,6,1,a,2017-05-18 19:45:00
3513,Tottenham,Hull,3.89027,0.812723,7,1,a,2017-05-21 15:00:00
