,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
7127,Newcastle United,Tottenham,0.634633,2.34418,0,2,h,2017-08-13 13:30:00
7136,Newcastle United,Huddersfield,0.973322,0.267008,0,1,a,2017-08-20 13:30:00
7142,Newcastle United,West Ham,2.76107,0.558484,3,0,h,2017-08-26 15:00:00
7157,Newcastle United,Swansea,1.03177,1.48574,1,0,a,2017-09-10 16:00:00
7163,Newcastle United,Stoke,2.6598,0.675783,2,1,h,2017-09-16 15:00:00
7177,Newcastle United,Brighton,1.37001,0.507341,0,1,a,2017-09-24 16:00:00
7188,Newcastle United,Liverpool,0.280437,1.64475,1,1,h,2017-10-01 16:30:00
7195,Newcastle United,Southampton,0.950997,1.71445,2,2,a,2017-10-15 16:00:00
7203,Newcastle United,Crystal Palace,0.270313,0.566845,1,0,h,2017-10-21 15:00:00
7212,Newcastle United,Burnley,0.516369,1.0271,0,1,a,2017-10-30 20:00:00
7222,Newcastle United,Bournemouth,0.676091,1.28703,0,1,h,2017-11-04 15:00:00
7232,Newcastle United,Manchester United,1.08708,2.57424,1,4,a,2017-11-18 17:30:00
7242,Newcastle United,Watford,0.86002,2.05844,0,3,h,2017-11-25 15:00:00
7252,Newcastle United,West Bromwich Albion,1.1342,0.845327,2,2,a,2017-11-28 20:00:00
7259,Newcastle United,Chelsea,0.519549,3.07794,1,3,a,2017-12-02 12:30:00
7277,Newcastle United,Leicester,0.964657,0.444099,2,3,h,2017-12-09 17:30:00
7284,Newcastle United,Everton,0.570658,1.38719,0,1,h,2017-12-13 19:45:00
7289,Newcastle United,Arsenal,0.286547,2.02472,0,1,a,2017-12-16 15:00:00
7300,Newcastle United,West Ham,1.90622,2.31898,3,2,a,2017-12-23 15:00:00
7315,Newcastle United,Manchester City,0.174705,1.93187,0,1,h,2017-12-27 19:45:00
7325,Newcastle United,Brighton,0.504379,0.630058,0,0,h,2017-12-30 15:00:00
7337,Newcastle United,Stoke,2.02028,1.50029,1,0,a,2018-01-01 15:00:00
7345,Newcastle United,Swansea,1.8273,0.895774,1,1,h,2018-01-13 15:00:00
7354,Newcastle United,Manchester City,0.992018,2.5505,1,3,a,2018-01-20 17:30:00
7364,Newcastle United,Burnley,2.52275,1.22828,1,1,h,2018-01-31 19:45:00
7373,Newcastle United,Crystal Palace,1.14408,3.00238,1,1,a,2018-02-04 14:15:00
7383,Newcastle United,Manchester United,0.676656,1.71995,1,0,h,2018-02-11 14:15:00
7390,Newcastle United,Bournemouth,4.23567,1.20646,2,2,a,2018-02-24 15:00:00
7403,Newcastle United,Liverpool,0.255322,1.56935,0,2,a,2018-03-03 17:30:00
7415,Newcastle United,Southampton,1.35847,0.496723,3,0,h,2018-03-10 15:00:00
7436,Newcastle United,Huddersfield,2.53617,0.280847,1,0,h,2018-03-31 15:00:00
7444,Newcastle United,Leicester,0.285116,1.09224,2,1,a,2018-04-07 14:00:00
7454,Newcastle United,Arsenal,0.888452,1.41538,2,1,h,2018-04-15 12:30:00
7461,Newcastle United,Everton,0.480957,0.948534,0,1,a,2018-04-23 19:00:00
7474,Newcastle United,West Bromwich Albion,1.58397,0.703096,0,1,h,2018-04-28 14:00:00
7482,Newcastle United,Watford,0.613901,2.81246,1,2,a,2018-05-05 15:00:00
7427,Newcastle United,Tottenham,0.829699,0.835241,0,1,a,2018-05-09 20:00:00
7497,Newcastle United,Chelsea,2.24197,0.843284,3,0,h,2018-05-13 15:00:00
