,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
462,West Bromwich Albion,Crystal Palace,0.684593,0.990062,1,0,a,2016-08-13 18:00:00
477,West Bromwich Albion,Everton,2.01885,1.83897,1,2,h,2016-08-20 18:00:00
489,West Bromwich Albion,Middlesbrough,0.696845,0.396816,0,0,h,2016-08-28 16:30:00
495,West Bromwich Albion,Bournemouth,1.48347,0.986511,0,1,a,2016-09-10 18:00:00
505,West Bromwich Albion,West Ham,1.94229,2.37422,4,2,h,2016-09-17 18:00:00
513,West Bromwich Albion,Stoke,0.270862,0.979673,1,1,a,2016-09-24 18:00:00
523,West Bromwich Albion,Sunderland,0.88211,1.19268,1,1,a,2016-10-01 18:00:00
536,West Bromwich Albion,Tottenham,1.30365,1.32318,1,1,h,2016-10-15 18:00:00
548,West Bromwich Albion,Liverpool,0.685982,2.2952,1,2,a,2016-10-22 20:30:00
2680,West Bromwich Albion,Manchester City,0.596605,2.48018,0,4,h,2016-10-29 18:00:00
2696,West Bromwich Albion,Leicester,0.78196,0.629678,2,1,a,2016-11-06 20:30:00
2706,West Bromwich Albion,Burnley,1.40512,0.571005,4,0,h,2016-11-22 00:00:00
2708,West Bromwich Albion,Hull,1.40213,0.424457,1,1,a,2016-11-26 19:00:00
3110,West Bromwich Albion,Watford,1.17737,1.476,3,1,h,2016-12-03 19:00:00
3121,West Bromwich Albion,Chelsea,0.212574,0.551109,0,1,a,2016-12-11 16:00:00
3131,West Bromwich Albion,Swansea,1.78268,1.07221,3,1,h,2016-12-15 00:00:00
3140,West Bromwich Albion,Manchester United,0.600426,0.983306,0,2,h,2016-12-17 21:30:00
3149,West Bromwich Albion,Arsenal,0.687502,1.97881,0,1,a,2016-12-26 19:00:00
3160,West Bromwich Albion,Southampton,0.6675,0.371668,2,1,a,2016-12-31 19:00:00
3333,West Bromwich Albion,Hull,0.883566,0.992341,3,1,h,2017-01-02 19:00:00
3340,West Bromwich Albion,Tottenham,0.165019,2.65474,0,4,a,2017-01-14 16:30:00
3355,West Bromwich Albion,Sunderland,1.3279,0.440887,2,0,h,2017-01-21 18:00:00
3363,West Bromwich Albion,Middlesbrough,1.25288,1.18135,1,1,a,2017-01-31 22:45:00
3375,West Bromwich Albion,Stoke,1.84983,1.10818,1,0,h,2017-02-04 15:00:00
3385,West Bromwich Albion,West Ham,0.769974,1.17553,2,2,a,2017-02-11 15:00:00
3395,West Bromwich Albion,Bournemouth,1.6124,1.22747,2,1,h,2017-02-25 15:00:00
3408,West Bromwich Albion,Crystal Palace,0.3746,1.39171,0,2,h,2017-03-04 15:00:00
3416,West Bromwich Albion,Everton,0.127321,2.17521,0,3,a,2017-03-11 15:00:00
3420,West Bromwich Albion,Arsenal,2.11737,0.995221,3,1,h,2017-03-18 12:30:00
3436,West Bromwich Albion,Manchester United,0.200297,0.986683,0,0,a,2017-04-01 15:00:00
3443,West Bromwich Albion,Watford,1.48109,0.691991,0,2,a,2017-04-04 19:45:00
3454,West Bromwich Albion,Southampton,2.01721,0.910339,0,1,h,2017-04-08 15:00:00
3469,West Bromwich Albion,Liverpool,0.590375,1.30017,0,1,h,2017-04-16 13:30:00
3489,West Bromwich Albion,Leicester,0.809101,0.570664,0,1,h,2017-04-29 15:00:00
3492,West Bromwich Albion,Burnley,0.82853,1.08649,2,2,a,2017-05-06 15:00:00
3508,West Bromwich Albion,Chelsea,0.529155,1.76954,0,1,h,2017-05-12 20:00:00
3477,West Bromwich Albion,Manchester City,0.387741,2.58035,1,3,a,2017-05-16 20:00:00
3518,West Bromwich Albion,Swansea,1.60674,1.74555,1,2,a,2017-05-21 15:00:00
