,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
9204,Burnley,Southampton,1.40827,1.01994,0,0,a,2018-08-12 15:30:00
9214,Burnley,Watford,0.392642,1.9171,1,3,h,2018-08-19 15:30:00
9220,Burnley,Fulham,1.56882,1.92459,2,4,a,2018-08-25 17:00:00
9232,Burnley,Manchester United,1.09923,2.90359,0,2,h,2018-09-02 15:00:00
9244,Burnley,Wolverhampton Wanderers,0.208994,3.3916,0,1,a,2018-09-16 12:30:00
9253,Burnley,Bournemouth,2.29417,0.976413,4,0,h,2018-09-22 14:00:00
9265,Burnley,Cardiff,0.111527,1.56707,2,1,a,2018-09-30 15:00:00
9272,Burnley,Huddersfield,0.353128,1.02549,1,1,h,2018-10-06 14:00:00
9281,Burnley,Manchester City,0.370236,4.48577,0,5,a,2018-10-20 14:00:00
9295,Burnley,Chelsea,0.269828,3.01621,0,4,h,2018-10-28 12:30:00
9298,Burnley,West Ham,0.882514,2.55739,2,4,a,2018-11-03 15:00:00
9310,Burnley,Leicester,0.368393,1.5091,0,0,a,2018-11-10 15:00:00
9326,Burnley,Newcastle United,1.49487,1.67701,1,2,h,2018-11-26 20:00:00
9333,Burnley,Crystal Palace,0.302477,2.03785,0,2,a,2018-12-01 15:00:00
9343,Burnley,Liverpool,1.05809,2.73897,1,3,h,2018-12-05 19:45:00
9354,Burnley,Brighton,1.81251,0.951507,1,0,h,2018-12-08 15:00:00
9359,Burnley,Tottenham,0.451196,1.74625,0,1,a,2018-12-15 15:00:00
9376,Burnley,Arsenal,1.03237,1.4656,1,3,a,2018-12-22 12:30:00
9385,Burnley,Everton,1.88646,1.8875,1,5,h,2018-12-26 15:00:00
9395,Burnley,West Ham,2.89884,0.656044,2,0,h,2018-12-30 14:15:00
9401,Burnley,Huddersfield,2.66309,0.621818,2,1,a,2019-01-02 19:45:00
9415,Burnley,Fulham,0.809801,0.903255,2,1,h,2019-01-12 15:00:00
9418,Burnley,Watford,1.97256,1.06981,0,0,a,2019-01-19 15:00:00
9432,Burnley,Manchester United,0.934603,3.23417,2,2,a,2019-01-29 20:00:00
9445,Burnley,Southampton,2.00175,0.787747,1,1,h,2019-02-02 15:00:00
9449,Burnley,Brighton,1.83041,1.31614,3,1,a,2019-02-09 17:30:00
9464,Burnley,Tottenham,1.08514,0.845211,2,1,h,2019-02-23 12:30:00
9473,Burnley,Newcastle United,1.74201,1.70312,0,2,a,2019-02-26 20:00:00
9484,Burnley,Crystal Palace,1.90872,0.706284,1,3,h,2019-03-02 15:00:00
9490,Burnley,Liverpool,0.471571,4.12341,2,4,a,2019-03-10 12:00:00
9504,Burnley,Leicester,1.17008,0.608954,1,2,h,2019-03-16 15:00:00
9515,Burnley,Wolverhampton Wanderers,0.572695,0.397928,2,0,h,2019-03-30 15:00:00
9526,Burnley,Bournemouth,1.38919,1.20888,3,1,a,2019-04-06 15:00:00
9535,Burnley,Cardiff,2.84358,0.872224,2,0,h,2019-04-13 15:00:00
9543,Burnley,Chelsea,0.788788,1.28197,2,2,a,2019-04-22 20:00:00
9555,Burnley,Manchester City,0.0899809,2.34878,0,1,h,2019-04-28 14:05:00
9562,Burnley,Everton,0.473292,1.76461,0,2,a,2019-05-03 19:00:00
9575,Burnley,Arsenal,1.72939,2.87276,1,3,h,2019-05-12 14:00:00
