,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
14095,Chelsea,Brighton,1.27062,1.44281,3,1,a,2020-09-14 19:15:00
14102,Chelsea,Liverpool,0.904183,2.25211,0,2,h,2020-09-20 15:30:00
14108,Chelsea,West Bromwich Albion,2.36046,0.911185,3,3,a,2020-09-26 16:30:00
14467,Chelsea,Crystal Palace,2.51433,0.103249,4,0,h,2020-10-03 11:30:00
14475,Chelsea,Southampton,1.98708,1.42348,3,3,h,2020-10-17 14:00:00
14491,Chelsea,Manchester United,0.219906,0.648427,0,0,a,2020-10-24 16:30:00
14496,Chelsea,Burnley,1.23077,0.407341,3,0,a,2020-10-31 15:00:00
14507,Chelsea,Sheffield United,2.87622,0.743967,4,1,h,2020-11-07 17:30:00
14521,Chelsea,Newcastle United,1.81923,0.368286,2,0,a,2020-11-21 12:30:00
14529,Chelsea,Tottenham,0.974755,0.22689,0,0,h,2020-11-29 16:30:00
14538,Chelsea,Leeds,4.89472,1.0277,3,1,h,2020-12-05 20:00:00
14546,Chelsea,Everton,1.00627,1.2216,0,1,a,2020-12-12 20:00:00
14562,Chelsea,Wolverhampton Wanderers,1.56772,0.683783,1,2,a,2020-12-15 18:00:00
14567,Chelsea,West Ham,2.41157,0.277737,3,0,h,2020-12-21 20:00:00
14575,Chelsea,Arsenal,2.25414,1.94485,1,3,a,2020-12-26 17:30:00
14586,Chelsea,Aston Villa,1.53701,0.730859,1,1,h,2020-12-28 17:30:00
14603,Chelsea,Manchester City,0.691013,3.18063,1,3,h,2021-01-03 16:30:00
14617,Chelsea,Fulham,1.37939,0.46126,1,0,a,2021-01-16 17:30:00
14609,Chelsea,Leicester,0.615727,1.1449,0,2,a,2021-01-19 20:15:00
14630,Chelsea,Wolverhampton Wanderers,0.663324,0.63192,0,0,h,2021-01-27 18:00:00
14637,Chelsea,Burnley,1.4405,0.390714,2,0,h,2021-01-31 12:00:00
14653,Chelsea,Tottenham,2.393,0.569446,1,0,a,2021-02-04 20:00:00
14662,Chelsea,Sheffield United,1.64144,0.623045,2,1,a,2021-02-07 19:15:00
14667,Chelsea,Newcastle United,2.5428,0.432603,2,0,h,2021-02-15 20:00:00
14682,Chelsea,Southampton,1.44849,0.496603,1,1,a,2021-02-20 12:30:00
14685,Chelsea,Manchester United,1.17294,0.35954,0,0,h,2021-02-28 16:30:00
14719,Chelsea,Liverpool,1.22635,0.247034,1,0,a,2021-03-04 20:15:00
14698,Chelsea,Everton,2.57224,0.270757,2,0,h,2021-03-08 18:00:00
14709,Chelsea,Leeds,0.971054,0.382957,0,0,a,2021-03-13 12:30:00
14727,Chelsea,West Bromwich Albion,2.55917,1.38315,2,5,h,2021-04-03 11:30:00
14737,Chelsea,Crystal Palace,3.85472,0.602167,4,1,a,2021-04-10 16:30:00
14747,Chelsea,Brighton,0.807348,0.459568,0,0,h,2021-04-20 19:00:00
14763,Chelsea,West Ham,2.52059,0.267123,1,0,a,2021-04-24 16:30:00
14767,Chelsea,Fulham,1.8433,0.290042,2,0,h,2021-05-01 16:30:00
14781,Chelsea,Manchester City,0.619724,1.79168,2,1,a,2021-05-08 16:30:00
14790,Chelsea,Arsenal,1.56786,0.692043,0,1,h,2021-05-12 19:15:00
14797,Chelsea,Leicester,2.86149,0.832596,2,1,h,2021-05-18 19:15:00
14806,Chelsea,Aston Villa,3.43414,0.980413,1,2,a,2021-05-23 15:00:00
