,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
7126,Brighton,Manchester City,0.276343,1.86751,0,2,h,2017-08-12 17:30:00
7133,Brighton,Leicester,0.123075,1.88355,0,2,a,2017-08-19 15:00:00
7143,Brighton,Watford,0.952357,0.281459,0,0,a,2017-08-26 15:00:00
7153,Brighton,West Bromwich Albion,0.396771,0.866679,3,1,h,2017-09-09 15:00:00
7159,Brighton,Bournemouth,0.874276,1.39529,1,2,a,2017-09-15 20:00:00
7177,Brighton,Newcastle United,0.507341,1.37001,1,0,h,2017-09-24 16:00:00
7186,Brighton,Arsenal,0.386343,2.47818,0,2,a,2017-10-01 12:00:00
7189,Brighton,Everton,1.05884,1.45518,1,1,h,2017-10-15 13:30:00
7208,Brighton,West Ham,1.98345,0.569111,3,0,a,2017-10-20 20:00:00
7211,Brighton,Southampton,1.50533,0.54364,1,1,h,2017-10-29 13:30:00
7225,Brighton,Swansea,0.874927,1.24557,1,0,a,2017-11-04 15:00:00
7238,Brighton,Stoke,0.490058,1.20507,2,2,h,2017-11-20 20:00:00
7243,Brighton,Manchester United,0.565072,1.50148,0,1,a,2017-11-25 15:00:00
7250,Brighton,Crystal Palace,0.475162,0.584296,0,0,h,2017-11-28 19:45:00
7268,Brighton,Liverpool,1.65878,1.77566,1,5,h,2017-12-02 15:00:00
7274,Brighton,Huddersfield,0.273809,2.68125,0,2,a,2017-12-09 15:00:00
7288,Brighton,Tottenham,0.315616,1.87344,0,2,a,2017-12-13 20:00:00
7291,Brighton,Burnley,1.49029,1.32536,0,0,h,2017-12-16 15:00:00
7305,Brighton,Watford,1.40139,1.30044,1,0,h,2017-12-23 15:00:00
7310,Brighton,Chelsea,0.452601,2.16934,0,2,a,2017-12-26 15:00:00
7325,Brighton,Newcastle United,0.630058,0.504379,0,0,a,2017-12-30 15:00:00
7331,Brighton,Bournemouth,2.37332,1.28248,2,2,h,2018-01-01 12:30:00
7348,Brighton,West Bromwich Albion,0.530765,1.38478,0,2,a,2018-01-13 15:00:00
7350,Brighton,Chelsea,0.881174,1.52008,0,4,h,2018-01-20 12:30:00
7363,Brighton,Southampton,1.07907,1.27393,1,1,a,2018-01-31 19:45:00
7371,Brighton,West Ham,1.64227,0.443751,3,1,h,2018-02-03 15:00:00
7385,Brighton,Stoke,0.897856,1.39547,1,1,a,2018-02-10 15:00:00
7391,Brighton,Swansea,3.2913,0.443169,4,1,h,2018-02-24 15:00:00
7399,Brighton,Arsenal,1.48498,0.801513,2,1,h,2018-03-04 13:30:00
7412,Brighton,Everton,0.321797,1.68868,0,2,a,2018-03-10 15:00:00
7430,Brighton,Leicester,1.60322,1.26582,0,2,h,2018-03-31 15:00:00
7441,Brighton,Huddersfield,1.53244,1.48964,1,1,h,2018-04-07 14:00:00
7450,Brighton,Crystal Palace,1.54485,2.49925,2,3,a,2018-04-14 14:00:00
7462,Brighton,Tottenham,0.988099,1.36248,1,1,h,2018-04-17 18:45:00
7469,Brighton,Burnley,0.378409,1.54596,0,0,a,2018-04-28 14:00:00
7484,Brighton,Manchester United,0.922771,0.652444,1,0,h,2018-05-04 20:00:00
7424,Brighton,Manchester City,1.00939,1.64765,1,3,a,2018-05-09 20:00:00
7495,Brighton,Liverpool,0.0408165,3.50981,0,4,a,2018-05-13 15:00:00
