,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
7119,Arsenal,Leicester,2.54329,1.46495,4,3,h,2017-08-11 19:45:00
7135,Arsenal,Stoke,1.40658,0.692644,0,1,a,2017-08-19 17:30:00
7148,Arsenal,Liverpool,0.484816,3.45998,0,4,a,2017-08-27 16:00:00
7152,Arsenal,Bournemouth,2.48732,0.577291,3,0,h,2017-09-09 15:00:00
7167,Arsenal,Chelsea,1.42208,0.762129,0,0,a,2017-09-17 13:30:00
7178,Arsenal,West Bromwich Albion,2.39316,0.766652,2,0,h,2017-09-25 20:00:00
7186,Arsenal,Brighton,2.47818,0.386343,2,0,h,2017-10-01 12:00:00
7198,Arsenal,Watford,0.988468,1.63418,1,2,a,2017-10-14 17:30:00
7200,Arsenal,Everton,3.86029,0.810989,5,2,a,2017-10-22 13:30:00
7209,Arsenal,Swansea,2.37777,0.8355,2,1,h,2017-10-28 15:00:00
7228,Arsenal,Manchester City,0.340407,2.15028,1,3,a,2017-11-05 14:15:00
7236,Arsenal,Tottenham,2.24246,0.591192,2,0,h,2017-11-18 12:30:00
7248,Arsenal,Burnley,1.75184,0.402745,1,0,a,2017-11-26 14:00:00
7254,Arsenal,Huddersfield,4.47889,0.475716,5,0,h,2017-11-29 19:45:00
7266,Arsenal,Manchester United,4.24057,2.06831,1,3,h,2017-12-02 17:30:00
7278,Arsenal,Southampton,0.608352,1.21942,1,1,a,2017-12-10 12:00:00
7286,Arsenal,West Ham,1.02186,0.405172,0,0,a,2017-12-13 20:00:00
7289,Arsenal,Newcastle United,2.02472,0.286547,1,0,h,2017-12-16 15:00:00
7301,Arsenal,Liverpool,1.13104,2.05947,3,3,h,2017-12-22 19:45:00
7311,Arsenal,Crystal Palace,1.84104,1.14522,3,2,a,2017-12-28 20:00:00
7328,Arsenal,West Bromwich Albion,0.917801,1.39429,1,1,a,2017-12-31 16:30:00
7330,Arsenal,Chelsea,1.23205,3.0768,2,2,h,2018-01-03 19:45:00
7339,Arsenal,Bournemouth,1.00956,0.822285,1,2,a,2018-01-14 13:30:00
7349,Arsenal,Crystal Palace,3.56519,0.501202,4,1,h,2018-01-20 15:00:00
7361,Arsenal,Swansea,1.15616,2.37911,1,3,a,2018-01-30 19:45:00
7369,Arsenal,Everton,3.19622,1.49065,5,1,h,2018-02-03 17:30:00
7387,Arsenal,Tottenham,0.487297,2.63564,0,1,a,2018-02-10 12:30:00
7389,Arsenal,Manchester City,1.30172,1.92605,0,3,h,2018-03-01 19:45:00
7399,Arsenal,Brighton,0.801513,1.48498,1,2,a,2018-03-04 13:30:00
7409,Arsenal,Watford,2.38263,1.54676,3,0,h,2018-03-11 13:30:00
7429,Arsenal,Stoke,3.56649,0.342516,3,0,h,2018-04-01 13:30:00
7439,Arsenal,Southampton,1.58895,2.16699,3,2,h,2018-04-08 13:15:00
7454,Arsenal,Newcastle United,1.41538,0.888452,1,2,a,2018-04-15 12:30:00
7459,Arsenal,West Ham,2.07299,0.623161,4,1,h,2018-04-22 12:30:00
7473,Arsenal,Manchester United,0.651541,1.54667,1,2,a,2018-04-29 15:30:00
7487,Arsenal,Burnley,2.92408,0.21671,5,0,h,2018-05-06 16:30:00
7422,Arsenal,Leicester,1.54443,2.19801,1,3,a,2018-05-09 19:45:00
7494,Arsenal,Huddersfield,2.3322,1.31031,1,0,a,2018-05-13 15:00:00
