,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
14103,Burnley,Leicester,1.52404,0.987365,2,4,a,2020-09-20 18:00:00
14109,Burnley,Southampton,0.347136,0.706632,0,1,h,2020-09-26 19:00:00
14472,Burnley,Newcastle United,0.438849,1.95629,1,3,a,2020-10-03 19:00:00
14484,Burnley,West Bromwich Albion,1.08532,0.731692,0,0,a,2020-10-19 16:30:00
14488,Burnley,Tottenham,0.95045,0.797344,0,1,h,2020-10-26 20:00:00
14496,Burnley,Chelsea,0.407341,1.23077,0,3,h,2020-10-31 15:00:00
14506,Burnley,Brighton,0.326933,1.59022,0,0,a,2020-11-06 17:30:00
14516,Burnley,Crystal Palace,1.75343,1.28331,1,0,h,2020-11-23 17:30:00
14533,Burnley,Manchester City,0.419877,2.26129,0,5,a,2020-11-28 15:00:00
14537,Burnley,Everton,0.730434,2.28139,1,1,h,2020-12-05 12:30:00
14554,Burnley,Arsenal,0.815375,1.85362,1,0,a,2020-12-13 19:15:00
14556,Burnley,Aston Villa,0.316737,1.81142,0,0,a,2020-12-17 18:00:00
14566,Burnley,Wolverhampton Wanderers,1.20465,1.45722,2,1,h,2020-12-21 17:30:00
14578,Burnley,Leeds,1.54591,2.13271,0,1,a,2020-12-27 12:00:00
14587,Burnley,Sheffield United,0.973831,0.492578,1,0,h,2020-12-29 18:00:00
14088,Burnley,Manchester United,0.648582,1.23996,0,1,h,2021-01-12 22:15:00
14623,Burnley,West Ham,0.395668,1.73397,0,1,a,2021-01-16 15:00:00
14613,Burnley,Liverpool,1.08059,1.64907,1,0,a,2021-01-21 20:00:00
14626,Burnley,Aston Villa,0.717681,2.70718,3,2,h,2021-01-27 18:00:00
14637,Burnley,Chelsea,0.390714,1.4405,0,2,a,2021-01-31 12:00:00
14646,Burnley,Manchester City,0.0489155,2.12153,0,2,h,2021-02-03 18:00:00
14656,Burnley,Brighton,1.88934,0.612682,1,1,h,2021-02-06 15:00:00
14668,Burnley,Crystal Palace,1.95502,0.645616,3,0,a,2021-02-13 15:00:00
14602,Burnley,Fulham,1.20642,0.594471,1,1,h,2021-02-17 18:00:00
14678,Burnley,West Bromwich Albion,0.535153,1.71922,0,0,h,2021-02-20 15:00:00
14693,Burnley,Tottenham,0.603212,2.35788,0,4,a,2021-02-28 14:00:00
14716,Burnley,Leicester,1.26793,1.24109,1,1,h,2021-03-03 18:00:00
14697,Burnley,Arsenal,1.10374,2.53692,1,1,h,2021-03-06 12:30:00
14707,Burnley,Everton,0.74852,1.69849,2,1,a,2021-03-13 17:30:00
14733,Burnley,Southampton,1.50285,2.40272,2,3,a,2021-04-04 11:00:00
14736,Burnley,Newcastle United,1.84262,1.34279,1,2,h,2021-04-11 11:00:00
14751,Burnley,Manchester United,0.959804,2.87455,1,3,a,2021-04-18 15:00:00
14764,Burnley,Wolverhampton Wanderers,2.24049,0.351673,4,0,a,2021-04-25 11:00:00
14766,Burnley,West Ham,1.68312,2.42477,1,2,h,2021-05-03 19:15:00
14777,Burnley,Fulham,1.65831,0.778074,2,0,a,2021-05-10 19:00:00
14786,Burnley,Leeds,1.41338,1.85654,0,4,h,2021-05-15 11:30:00
14796,Burnley,Liverpool,0.837048,2.73316,0,3,h,2021-05-19 19:15:00
14812,Burnley,Sheffield United,0.558508,0.420006,0,1,a,2021-05-23 15:00:00
