,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
7125,Stoke,Everton,0.27644,0.720574,0,1,a,2017-08-12 15:00:00
7135,Stoke,Arsenal,0.692644,1.40658,1,0,h,2017-08-19 17:30:00
7146,Stoke,West Bromwich Albion,0.980905,0.875132,1,1,a,2017-08-27 13:30:00
7155,Stoke,Manchester United,1.49928,1.96635,2,2,h,2017-09-09 17:30:00
7163,Stoke,Newcastle United,0.675783,2.6598,1,2,a,2017-09-16 15:00:00
7170,Stoke,Chelsea,0.600959,1.59815,0,4,h,2017-09-23 15:00:00
7181,Stoke,Southampton,2.68136,1.42781,2,1,h,2017-09-30 15:00:00
7194,Stoke,Manchester City,0.681236,4.45388,2,7,a,2017-10-14 15:00:00
7205,Stoke,Bournemouth,1.60117,1.11834,1,2,h,2017-10-21 15:00:00
7216,Stoke,Watford,0.778883,1.13448,1,0,a,2017-10-28 15:00:00
7224,Stoke,Leicester,1.22988,1.39563,2,2,h,2017-11-04 12:30:00
7238,Stoke,Brighton,1.20507,0.490058,2,2,a,2017-11-20 20:00:00
7246,Stoke,Crystal Palace,0.628292,1.48339,1,2,a,2017-11-25 15:00:00
7258,Stoke,Liverpool,0.846748,2.58757,0,3,h,2017-11-29 20:00:00
7263,Stoke,Swansea,1.24743,0.320601,2,1,h,2017-12-02 15:00:00
7270,Stoke,Tottenham,0.749296,4.01925,1,5,a,2017-12-09 15:00:00
7279,Stoke,Burnley,0.916344,0.360081,0,1,a,2017-12-12 19:45:00
7297,Stoke,West Ham,0.983293,3.08244,0,3,h,2017-12-16 16:00:00
7306,Stoke,West Bromwich Albion,1.7986,2.0544,3,1,h,2017-12-23 15:00:00
7312,Stoke,Huddersfield,1.19984,1.8756,1,1,a,2017-12-26 15:00:00
7320,Stoke,Chelsea,0.28218,3.09527,0,5,a,2017-12-30 15:00:00
7337,Stoke,Newcastle United,1.50029,2.02028,0,1,h,2018-01-01 15:00:00
7344,Stoke,Manchester United,1.47603,1.9485,0,3,a,2018-01-15 20:00:00
7356,Stoke,Huddersfield,0.987799,0.238458,2,0,h,2018-01-20 15:00:00
7368,Stoke,Watford,0.722172,0.740773,0,0,h,2018-01-31 20:00:00
7370,Stoke,Bournemouth,0.721222,1.91091,1,2,a,2018-02-03 15:00:00
7385,Stoke,Brighton,1.39547,0.897856,1,1,h,2018-02-10 15:00:00
7396,Stoke,Leicester,0.166078,1.12487,1,1,a,2018-02-24 12:30:00
7405,Stoke,Southampton,0.385303,0.982895,0,0,a,2018-03-03 15:00:00
7416,Stoke,Manchester City,0.157023,1.64562,0,2,h,2018-03-12 20:00:00
7425,Stoke,Everton,0.894266,2.97881,1,2,h,2018-03-17 15:00:00
7429,Stoke,Arsenal,0.342516,3.56649,0,3,a,2018-04-01 13:30:00
7446,Stoke,Tottenham,1.40115,1.79894,1,2,h,2018-04-07 14:00:00
7458,Stoke,West Ham,1.41085,0.807456,1,1,a,2018-04-16 19:00:00
7466,Stoke,Burnley,0.356095,1.61309,1,1,h,2018-04-22 12:30:00
7472,Stoke,Liverpool,0.777827,2.11658,0,0,a,2018-04-28 11:30:00
7481,Stoke,Crystal Palace,0.750175,1.31471,1,2,h,2018-05-05 12:30:00
7491,Stoke,Swansea,1.75436,1.70936,2,1,a,2018-05-13 15:00:00
