,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
11646,Southampton,Burnley,1.08752,0.909241,0,3,a,2019-08-10 15:00:00
11658,Southampton,Liverpool,2.14047,1.52022,1,2,h,2019-08-17 15:00:00
11666,Southampton,Brighton,2.07795,0.997711,2,0,a,2019-08-24 15:00:00
11673,Southampton,Manchester United,0.769616,1.90356,1,1,h,2019-08-31 12:30:00
11686,Southampton,Sheffield United,1.57659,1.88034,1,0,a,2019-09-14 14:00:00
11693,Southampton,Bournemouth,2.18021,1.29773,1,3,h,2019-09-20 19:00:00
11704,Southampton,Tottenham,1.16256,1.19008,1,2,a,2019-09-28 14:00:00
11718,Southampton,Chelsea,1.27044,2.15201,1,4,h,2019-10-06 14:00:00
11732,Southampton,Wolverhampton Wanderers,1.37695,0.887495,1,1,a,2019-10-19 15:00:00
11740,Southampton,Leicester,0.457334,4.38046,0,9,h,2019-10-25 20:00:00
11749,Southampton,Manchester City,0.893889,3.36132,1,2,a,2019-11-02 15:00:00
11758,Southampton,Everton,0.742281,2.08883,1,2,h,2019-11-09 15:00:00
11763,Southampton,Arsenal,2.60312,1.60823,2,2,a,2019-11-23 15:00:00
11778,Southampton,Watford,1.9671,0.504005,2,1,h,2019-11-30 17:30:00
11790,Southampton,Norwich,2.00232,0.896647,2,1,h,2019-12-04 19:30:00
11798,Southampton,Newcastle United,1.89255,1.10449,1,2,a,2019-12-08 14:00:00
11811,Southampton,West Ham,0.805884,0.90324,0,1,h,2019-12-14 17:30:00
11813,Southampton,Aston Villa,2.63444,0.921054,3,1,a,2019-12-21 15:00:00
11825,Southampton,Chelsea,0.981321,0.859973,2,0,a,2019-12-26 15:00:00
11840,Southampton,Crystal Palace,1.47937,0.137837,1,1,h,2019-12-28 15:00:00
11851,Southampton,Tottenham,1.51192,1.078,1,0,h,2020-01-01 15:00:00
11861,Southampton,Leicester,2.40601,0.780114,2,1,a,2020-01-11 15:00:00
11870,Southampton,Wolverhampton Wanderers,0.786974,2.1772,2,3,h,2020-01-18 15:00:00
11882,Southampton,Crystal Palace,1.1306,0.674589,2,0,a,2020-01-21 19:30:00
11887,Southampton,Liverpool,0.716298,3.7195,0,4,a,2020-02-01 15:00:00
11901,Southampton,Burnley,0.694025,0.892699,1,2,h,2020-02-15 12:30:00
11908,Southampton,Aston Villa,3.02926,0.47235,2,0,h,2020-02-22 15:00:00
11922,Southampton,West Ham,0.868573,2.78682,1,3,a,2020-02-29 15:00:00
11930,Southampton,Newcastle United,0.348871,3.06384,0,1,h,2020-03-07 15:00:00
11937,Southampton,Norwich,1.87099,0.654932,3,0,a,2020-06-19 17:00:00
11952,Southampton,Arsenal,0.738305,2.18595,0,2,h,2020-06-25 17:00:00
11961,Southampton,Watford,1.3364,0.365347,3,1,a,2020-06-28 15:30:00
11970,Southampton,Manchester City,0.628765,3.39575,1,0,h,2020-07-05 18:00:00
11978,Southampton,Everton,2.29684,0.671442,1,1,a,2020-07-09 17:00:00
11987,Southampton,Manchester United,1.8051,1.5033,2,2,a,2020-07-13 19:00:00
12002,Southampton,Brighton,2.33745,0.67264,1,1,h,2020-07-16 19:15:00
12004,Southampton,Bournemouth,2.24527,0.583117,2,0,a,2020-07-19 13:00:00
12015,Southampton,Sheffield United,1.64306,1.41051,3,1,h,2020-07-26 15:00:00
