,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
9202,Bournemouth,Cardiff,2.60022,1.50693,2,0,h,2018-08-11 17:00:00
9208,Bournemouth,West Ham,1.69077,1.10275,2,1,a,2018-08-18 17:00:00
9221,Bournemouth,Everton,2.5887,0.543665,2,2,h,2018-08-25 17:00:00
9231,Bournemouth,Chelsea,0.950959,1.16408,0,2,a,2018-09-01 14:00:00
9242,Bournemouth,Leicester,2.22726,1.82502,4,2,h,2018-09-15 14:00:00
9253,Bournemouth,Burnley,0.976413,2.29417,0,4,a,2018-09-22 14:00:00
9266,Bournemouth,Crystal Palace,1.97143,0.385841,2,1,h,2018-10-01 19:00:00
9268,Bournemouth,Watford,3.28471,1.06613,4,0,a,2018-10-06 14:00:00
9283,Bournemouth,Southampton,0.840403,0.589633,0,0,h,2018-10-20 14:00:00
9289,Bournemouth,Fulham,2.10555,0.383833,3,0,a,2018-10-27 14:00:00
9297,Bournemouth,Manchester United,1.928,3.29249,1,2,h,2018-11-03 12:30:00
9309,Bournemouth,Newcastle United,1.91687,2.57545,1,2,a,2018-11-10 15:00:00
9324,Bournemouth,Arsenal,0.650884,1.71044,1,2,h,2018-11-25 13:30:00
9329,Bournemouth,Manchester City,0.715009,2.83557,1,3,a,2018-12-01 15:00:00
9338,Bournemouth,Huddersfield,1.07393,1.5631,2,1,h,2018-12-04 19:45:00
9355,Bournemouth,Liverpool,0.279142,1.80619,0,4,h,2018-12-08 12:30:00
9357,Bournemouth,Wolverhampton Wanderers,0.52685,2.02223,0,2,a,2018-12-15 15:00:00
9375,Bournemouth,Brighton,0.892502,0.825478,2,0,h,2018-12-22 15:00:00
9378,Bournemouth,Tottenham,1.21736,2.23457,0,5,a,2018-12-26 15:00:00
9390,Bournemouth,Manchester United,0.705549,3.41874,1,4,a,2018-12-30 16:30:00
9405,Bournemouth,Watford,2.84828,0.977046,3,3,h,2019-01-02 19:45:00
9411,Bournemouth,Everton,1.52828,1.7814,0,2,a,2019-01-13 14:15:00
9425,Bournemouth,West Ham,1.24835,0.971813,2,0,h,2019-01-19 15:00:00
9430,Bournemouth,Chelsea,2.15094,0.718873,4,0,h,2019-01-30 19:45:00
9444,Bournemouth,Cardiff,0.35199,2.53093,0,2,a,2019-02-02 17:30:00
9455,Bournemouth,Liverpool,0.390995,2.53003,0,3,a,2019-02-09 15:00:00
9465,Bournemouth,Wolverhampton Wanderers,2.13291,1.20286,1,1,h,2019-02-23 15:00:00
9470,Bournemouth,Arsenal,0.88618,3.18716,1,5,a,2019-02-27 19:45:00
9486,Bournemouth,Manchester City,0.0,1.59515,0,1,h,2019-03-02 15:00:00
9492,Bournemouth,Huddersfield,2.16389,0.339087,2,0,a,2019-03-09 15:00:00
9506,Bournemouth,Newcastle United,1.61666,1.02847,2,2,h,2019-03-16 15:00:00
9511,Bournemouth,Leicester,0.790333,1.8935,0,2,a,2019-03-30 15:00:00
9526,Bournemouth,Burnley,1.20888,1.38919,1,3,h,2019-04-06 15:00:00
9536,Bournemouth,Brighton,2.76885,0.206731,5,0,a,2019-04-13 15:00:00
9545,Bournemouth,Fulham,2.83739,2.61689,0,1,h,2019-04-20 15:00:00
9549,Bournemouth,Southampton,2.62214,2.73537,3,3,a,2019-04-27 15:00:00
9565,Bournemouth,Tottenham,2.22622,0.713362,1,0,h,2019-05-04 11:30:00
9574,Bournemouth,Crystal Palace,1.8981,2.85899,3,5,a,2019-05-12 14:00:00
