,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
16382,Aston Villa,Watford,1.13718,1.35036,2,3,a,2021-08-14 14:00:00
16388,Aston Villa,Newcastle United,1.18426,0.63163,2,0,h,2021-08-21 14:00:00
16399,Aston Villa,Brentford,0.431464,1.13312,1,1,h,2021-08-28 14:00:00
16413,Aston Villa,Chelsea,1.17349,1.22153,0,3,a,2021-09-11 16:30:00
16422,Aston Villa,Everton,0.777716,0.755035,3,0,h,2021-09-18 16:30:00
16431,Aston Villa,Manchester United,1.57249,1.9251,1,0,a,2021-09-25 11:30:00
16443,Aston Villa,Tottenham,1.07395,1.78187,1,2,a,2021-10-03 13:00:00
16447,Aston Villa,Wolverhampton Wanderers,1.21276,2.19633,2,3,h,2021-10-16 14:00:00
16456,Aston Villa,Arsenal,1.41088,3.4984,1,3,a,2021-10-22 19:00:00
16466,Aston Villa,West Ham,0.687551,2.66391,1,4,h,2021-10-31 16:30:00
16484,Aston Villa,Southampton,0.536077,0.89818,0,1,a,2021-11-05 20:00:00
