,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
11647,Crystal Palace,Everton,0.87159,1.2246,0,0,h,2019-08-10 15:00:00
11660,Crystal Palace,Sheffield United,0.241912,1.84778,0,1,a,2019-08-18 14:00:00
11669,Crystal Palace,Manchester United,0.676993,2.23561,2,1,a,2019-08-24 15:00:00
11676,Crystal Palace,Aston Villa,1.41394,0.30354,1,0,h,2019-08-31 15:00:00
11687,Crystal Palace,Tottenham,0.577323,1.04944,0,4,a,2019-09-14 14:00:00
11697,Crystal Palace,Wolverhampton Wanderers,0.984777,1.75572,1,1,h,2019-09-22 13:00:00
11709,Crystal Palace,Norwich,1.80497,0.712129,2,0,h,2019-09-28 14:00:00
11720,Crystal Palace,West Ham,2.0682,1.23577,2,1,a,2019-10-05 17:30:00
11726,Crystal Palace,Manchester City,0.616864,4.02104,0,2,h,2019-10-19 17:30:00
11733,Crystal Palace,Arsenal,1.77892,1.54014,2,2,a,2019-10-27 16:30:00
11747,Crystal Palace,Leicester,0.44291,0.981167,0,2,h,2019-11-03 14:00:00
11754,Crystal Palace,Chelsea,0.479488,3.28903,0,2,a,2019-11-09 12:30:00
11767,Crystal Palace,Liverpool,1.02306,1.64291,1,2,h,2019-11-23 15:00:00
11773,Crystal Palace,Burnley,0.936732,1.8509,2,0,a,2019-11-30 15:00:00
11791,Crystal Palace,Bournemouth,0.383763,0.342799,1,0,h,2019-12-03 19:30:00
11801,Crystal Palace,Watford,0.210746,1.57132,0,0,a,2019-12-07 15:00:00
11806,Crystal Palace,Brighton,0.484859,2.48355,1,1,h,2019-12-16 19:45:00
11818,Crystal Palace,Newcastle United,0.985368,0.714368,0,1,a,2019-12-21 15:00:00
11826,Crystal Palace,West Ham,2.14195,0.796338,2,1,h,2019-12-26 15:00:00
11840,Crystal Palace,Southampton,0.137837,1.47937,1,1,a,2019-12-28 15:00:00
11850,Crystal Palace,Norwich,1.29896,1.66454,1,1,a,2020-01-01 17:30:00
11859,Crystal Palace,Arsenal,0.317862,1.43924,1,1,h,2020-01-11 12:30:00
11864,Crystal Palace,Manchester City,0.586716,2.47314,2,2,a,2020-01-18 15:00:00
11882,Crystal Palace,Southampton,0.674589,1.1306,0,2,h,2020-01-21 19:30:00
11885,Crystal Palace,Sheffield United,0.970063,0.860755,0,1,h,2020-02-01 15:00:00
11897,Crystal Palace,Everton,0.865323,2.79103,1,3,a,2020-02-08 12:30:00
11905,Crystal Palace,Newcastle United,1.75552,0.164495,1,0,h,2020-02-22 15:00:00
11915,Crystal Palace,Brighton,2.17159,1.78712,1,0,a,2020-02-29 12:30:00
11926,Crystal Palace,Watford,0.856107,0.449161,1,0,h,2020-03-07 15:00:00
11942,Crystal Palace,Bournemouth,0.788453,0.363637,2,0,a,2020-06-20 18:45:00
11951,Crystal Palace,Liverpool,0.0645285,2.56729,0,4,a,2020-06-24 19:15:00
11957,Crystal Palace,Burnley,1.06533,0.359906,0,1,h,2020-06-29 19:00:00
11965,Crystal Palace,Leicester,0.507537,2.20683,0,3,a,2020-07-04 14:00:00
11977,Crystal Palace,Chelsea,1.2882,2.65753,2,3,h,2020-07-07 17:00:00
11983,Crystal Palace,Aston Villa,0.974181,1.6977,0,2,a,2020-07-12 13:15:00
11996,Crystal Palace,Manchester United,0.572141,1.90448,0,2,h,2020-07-16 19:15:00
12012,Crystal Palace,Wolverhampton Wanderers,0.440119,1.48696,0,2,a,2020-07-20 19:15:00
12020,Crystal Palace,Tottenham,0.988534,0.310302,1,1,h,2020-07-26 15:00:00
