,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
16381,Wolverhampton Wanderers,Leicester,1.32714,0.668082,0,1,a,2021-08-14 14:00:00
16393,Wolverhampton Wanderers,Tottenham,1.51127,1.72636,0,1,h,2021-08-22 13:00:00
16405,Wolverhampton Wanderers,Manchester United,1.79575,0.944083,0,1,h,2021-08-29 15:30:00
16412,Wolverhampton Wanderers,Watford,2.55922,0.185407,2,0,a,2021-09-11 14:00:00
16417,Wolverhampton Wanderers,Brentford,1.02316,2.32741,0,2,h,2021-09-18 11:30:00
16433,Wolverhampton Wanderers,Southampton,0.909833,0.909342,1,0,a,2021-09-26 13:00:00
16445,Wolverhampton Wanderers,Newcastle United,1.15849,0.865217,2,1,h,2021-10-02 14:00:00
16447,Wolverhampton Wanderers,Aston Villa,2.19633,1.21276,3,2,a,2021-10-16 14:00:00
16462,Wolverhampton Wanderers,Leeds,0.858644,1.71313,1,1,a,2021-10-23 14:00:00
16475,Wolverhampton Wanderers,Everton,1.69344,1.69767,2,1,h,2021-11-01 20:00:00
16480,Wolverhampton Wanderers,Crystal Palace,0.25416,2.65161,0,2,a,2021-11-06 15:00:00
