,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
14090,Leeds,Liverpool,0.269813,3.15412,3,4,a,2020-09-12 16:30:00
14097,Leeds,Fulham,1.45254,1.55503,4,3,h,2020-09-19 14:00:00
14110,Leeds,Sheffield United,1.46641,1.53278,1,0,a,2020-09-27 11:00:00
14469,Leeds,Manchester City,2.56662,1.41533,1,1,h,2020-10-03 16:30:00
14478,Leeds,Wolverhampton Wanderers,1.08332,0.618191,0,1,h,2020-10-19 19:00:00
14486,Leeds,Aston Villa,2.37695,1.50125,3,0,a,2020-10-23 19:00:00
14498,Leeds,Leicester,1.74822,3.07657,1,4,h,2020-11-02 20:00:00
14508,Leeds,Crystal Palace,0.847913,1.30169,1,4,a,2020-11-07 15:00:00
14518,Leeds,Arsenal,1.9617,0.710778,0,0,h,2020-11-22 16:30:00
14531,Leeds,Everton,3.11324,1.29229,1,0,a,2020-11-28 17:30:00
14538,Leeds,Chelsea,1.0277,4.89472,1,3,a,2020-12-05 20:00:00
14548,Leeds,West Ham,1.56644,1.7851,1,2,h,2020-12-11 20:00:00
14558,Leeds,Newcastle United,2.95137,1.44437,5,2,h,2020-12-16 18:00:00
14570,Leeds,Manchester United,1.63467,4.77743,2,6,a,2020-12-20 16:30:00
14578,Leeds,Burnley,2.13271,1.54591,1,0,h,2020-12-27 12:00:00
14590,Leeds,West Bromwich Albion,1.54225,0.43551,5,0,a,2020-12-29 18:00:00
14599,Leeds,Tottenham,1.15626,2.5286,0,3,a,2021-01-02 12:30:00
14618,Leeds,Brighton,0.245193,1.14424,0,1,h,2021-01-16 15:00:00
14631,Leeds,Newcastle United,0.785914,1.1364,2,1,a,2021-01-26 18:00:00
14643,Leeds,Leicester,1.8141,1.73432,3,1,a,2021-01-31 14:00:00
14648,Leeds,Everton,1.14303,1.91539,1,2,h,2021-02-03 19:30:00
14658,Leeds,Crystal Palace,2.64769,0.370278,2,0,h,2021-02-08 20:00:00
14665,Leeds,Arsenal,0.77074,2.50614,2,4,a,2021-02-14 16:30:00
14684,Leeds,Wolverhampton Wanderers,2.4793,0.592049,0,1,a,2021-02-19 20:00:00
14608,Leeds,Southampton,1.84753,1.47981,3,0,h,2021-02-23 20:00:00
14691,Leeds,Aston Villa,1.00106,0.876255,0,1,h,2021-02-27 17:30:00
14704,Leeds,West Ham,1.34971,2.37556,0,2,a,2021-03-08 20:00:00
14709,Leeds,Chelsea,0.382957,0.971054,0,0,h,2021-03-13 12:30:00
14718,Leeds,Fulham,1.40706,1.47498,2,1,a,2021-03-19 20:00:00
14729,Leeds,Sheffield United,2.50597,0.867652,2,1,h,2021-04-03 14:00:00
14740,Leeds,Manchester City,0.17525,1.98825,2,1,a,2021-04-10 11:30:00
14749,Leeds,Liverpool,2.59719,1.60043,1,1,h,2021-04-19 19:00:00
14758,Leeds,Manchester United,0.216834,1.11635,0,0,h,2021-04-25 13:00:00
14765,Leeds,Brighton,0.510874,2.52542,0,2,a,2021-05-01 14:00:00
14778,Leeds,Tottenham,2.55216,1.03384,3,1,h,2021-05-08 11:30:00
14786,Leeds,Burnley,1.85654,1.41338,4,0,a,2021-05-15 11:30:00
14802,Leeds,Southampton,1.58132,1.3084,2,0,a,2021-05-18 17:00:00
14808,Leeds,West Bromwich Albion,2.49009,1.02209,3,1,h,2021-05-23 15:00:00
