,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
86,Chelsea,Swansea,0.64396,2.59203,2,2,h,2015-08-08 20:30:00
99,Chelsea,Manchester City,0.482423,2.18579,0,3,a,2015-08-16 19:00:00
107,Chelsea,West Bromwich Albion,2.02778,1.42622,3,2,a,2015-08-23 16:30:00
115,Chelsea,Crystal Palace,1.27906,2.19283,1,2,h,2015-08-29 18:00:00
121,Chelsea,Everton,0.656048,1.18026,1,3,a,2015-09-12 15:45:00
131,Chelsea,Arsenal,2.0687,0.775312,2,0,h,2015-09-19 15:45:00
148,Chelsea,Newcastle United,1.30593,0.702109,2,2,a,2015-09-26 20:30:00
157,Chelsea,Southampton,0.520175,1.58246,1,3,h,2015-10-03 20:30:00
164,Chelsea,Aston Villa,1.22875,0.795846,2,0,h,2015-10-17 18:00:00
173,Chelsea,West Ham,1.1356,0.77284,1,2,a,2015-10-24 18:00:00
181,Chelsea,Liverpool,0.735762,0.839342,1,3,h,2015-10-31 16:45:00
197,Chelsea,Stoke,1.02642,0.825418,0,1,a,2015-11-07 21:30:00
207,Chelsea,Norwich,2.16487,0.202798,1,0,h,2015-11-21 19:00:00
217,Chelsea,Tottenham,0.283375,0.333494,0,0,a,2015-11-29 16:00:00
228,Chelsea,Bournemouth,1.66952,1.25911,0,1,h,2015-12-05 21:30:00
240,Chelsea,Leicester,2.26887,0.708846,1,2,a,2015-12-15 00:00:00
244,Chelsea,Sunderland,3.02023,1.23573,3,1,h,2015-12-19 19:00:00
256,Chelsea,Watford,2.09356,1.667,2,2,h,2015-12-26 19:00:00
267,Chelsea,Manchester United,0.900029,1.35213,0,0,a,2015-12-28 21:30:00
279,Chelsea,Crystal Palace,2.3747,0.546499,3,0,a,2016-01-03 17:30:00
287,Chelsea,West Bromwich Albion,1.38532,0.704263,2,2,h,2016-01-13 23:45:00
295,Chelsea,Everton,2.44864,1.5891,3,3,h,2016-01-16 19:00:00
310,Chelsea,Arsenal,1.48778,1.10907,1,0,a,2016-01-24 20:00:00
320,Chelsea,Watford,1.13694,0.531415,0,0,a,2016-02-03 23:45:00
330,Chelsea,Manchester United,1.61554,0.780475,1,1,h,2016-02-07 20:00:00
337,Chelsea,Newcastle United,2.0858,0.430664,5,1,h,2016-02-13 21:30:00
344,Chelsea,Southampton,0.631036,1.01074,2,1,a,2016-02-27 19:00:00
353,Chelsea,Norwich,0.980988,1.24159,2,1,a,2016-03-01 23:45:00
362,Chelsea,Stoke,1.0615,1.60285,1,1,h,2016-03-05 19:00:00
376,Chelsea,West Ham,2.1406,0.862828,2,2,h,2016-03-19 19:00:00
384,Chelsea,Aston Villa,2.49358,0.72512,4,0,a,2016-04-02 15:45:00
397,Chelsea,Swansea,1.3003,1.9071,0,1,a,2016-04-09 18:00:00
410,Chelsea,Manchester City,0.487715,2.62768,0,3,h,2016-04-16 20:30:00
422,Chelsea,Bournemouth,2.07192,0.575087,4,1,a,2016-04-23 18:00:00
436,Chelsea,Tottenham,0.81661,1.90407,2,2,h,2016-05-02 23:00:00
442,Chelsea,Sunderland,1.77677,0.773876,2,3,a,2016-05-07 18:00:00
450,Chelsea,Liverpool,0.812268,1.83934,1,1,a,2016-05-11 23:00:00
452,Chelsea,Leicester,1.86065,1.23491,1,1,h,2016-05-15 18:00:00
