,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
84,Sunderland,Leicester,1.45946,2.56803,2,4,a,2015-08-08 18:00:00
93,Sunderland,Norwich,0.329128,1.71686,1,3,h,2015-08-15 18:00:00
103,Sunderland,Swansea,0.569426,1.56064,1,1,h,2015-08-22 18:00:00
113,Sunderland,Aston Villa,0.368848,2.27406,2,2,a,2015-08-29 18:00:00
128,Sunderland,Tottenham,1.0407,1.45615,0,1,h,2015-09-13 16:30:00
134,Sunderland,Bournemouth,0.854867,0.644335,0,2,a,2015-09-19 18:00:00
146,Sunderland,Manchester United,0.832139,2.8971,0,3,a,2015-09-26 18:00:00
156,Sunderland,West Ham,1.08401,1.93656,2,2,h,2015-10-03 18:00:00
163,Sunderland,West Bromwich Albion,0.658473,2.07781,0,1,a,2015-10-17 18:00:00
177,Sunderland,Newcastle United,2.37969,1.41744,3,0,h,2015-10-25 16:00:00
188,Sunderland,Everton,1.21834,2.34852,2,6,a,2015-11-01 17:30:00
196,Sunderland,Southampton,0.299104,1.79578,0,1,h,2015-11-07 19:00:00
210,Sunderland,Crystal Palace,1.30739,0.696183,1,0,a,2015-11-24 00:00:00
211,Sunderland,Stoke,0.863466,0.79464,2,0,h,2015-11-28 19:00:00
225,Sunderland,Arsenal,1.5228,2.29559,1,3,a,2015-12-05 19:00:00
233,Sunderland,Watford,0.879474,2.0562,0,1,h,2015-12-12 19:00:00
244,Sunderland,Chelsea,1.23573,3.02023,1,3,a,2015-12-19 19:00:00
258,Sunderland,Manchester City,1.08103,3.51848,1,4,a,2015-12-26 19:00:00
270,Sunderland,Liverpool,0.481551,1.80743,0,1,h,2015-12-30 23:45:00
277,Sunderland,Aston Villa,0.761225,0.27956,3,1,h,2016-01-02 19:00:00
286,Sunderland,Swansea,2.49057,1.06526,4,2,a,2016-01-13 23:45:00
291,Sunderland,Tottenham,0.617306,2.02579,1,4,a,2016-01-16 16:45:00
306,Sunderland,Bournemouth,0.612134,1.26851,1,1,h,2016-01-23 19:00:00
314,Sunderland,Manchester City,0.888437,0.638461,0,1,h,2016-02-02 23:45:00
327,Sunderland,Liverpool,0.491843,1.57712,2,2,a,2016-02-06 19:00:00
331,Sunderland,Manchester United,1.48186,0.908296,2,1,h,2016-02-13 16:45:00
341,Sunderland,West Ham,1.07887,0.52387,0,1,a,2016-02-27 16:45:00
352,Sunderland,Crystal Palace,0.93375,0.887448,2,2,h,2016-03-01 23:45:00
360,Sunderland,Southampton,1.31562,1.54587,1,1,a,2016-03-05 19:00:00
381,Sunderland,Newcastle United,0.785017,0.940593,1,1,a,2016-03-20 17:30:00
389,Sunderland,West Bromwich Albion,1.54544,0.0635563,0,0,h,2016-04-02 18:00:00
401,Sunderland,Leicester,0.872232,2.60072,0,2,h,2016-04-10 16:30:00
405,Sunderland,Norwich,1.99748,1.09006,3,0,a,2016-04-16 15:45:00
424,Sunderland,Arsenal,0.617149,0.97303,0,0,h,2016-04-24 17:05:00
427,Sunderland,Stoke,1.43105,0.68487,1,1,a,2016-04-30 18:00:00
442,Sunderland,Chelsea,0.773876,1.77677,3,2,h,2016-05-07 18:00:00
449,Sunderland,Everton,2.44887,1.16563,3,0,h,2016-05-11 22:45:00
458,Sunderland,Watford,0.908817,1.95277,2,2,a,2016-05-15 18:00:00
