,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
4756,Southampton,Liverpool,1.55248,1.33192,1,2,a,2014-08-17 13:30:00
4762,Southampton,West Bromwich Albion,0.665853,0.665791,0,0,h,2014-08-23 15:00:00
4774,Southampton,West Ham,1.57513,0.635223,3,1,a,2014-08-30 15:00:00
4722,Southampton,Newcastle United,2.11739,1.15026,4,0,h,2014-09-13 15:00:00
4730,Southampton,Swansea,0.750244,0.520262,1,0,a,2014-09-20 15:00:00
4741,Southampton,Queens Park Rangers,2.34463,0.456323,2,1,h,2014-09-27 15:00:00
4696,Southampton,Tottenham,1.14587,0.898735,0,1,a,2014-10-05 14:05:00
4703,Southampton,Sunderland,3.71097,0.92175,8,0,h,2014-10-18 15:00:00
4710,Southampton,Stoke,1.3758,0.867568,1,0,h,2014-10-25 15:00:00
4655,Southampton,Hull,1.90484,0.256678,1,0,a,2014-11-01 15:00:00
4663,Southampton,Leicester,1.00528,0.540434,2,0,h,2014-11-08 15:00:00
4678,Southampton,Aston Villa,0.863156,1.13228,1,1,a,2014-11-24 20:00:00
4687,Southampton,Manchester City,0.804381,2.13214,0,3,h,2014-11-30 13:30:00
4598,Southampton,Arsenal,0.570955,2.37332,0,1,a,2014-12-03 19:45:00
4608,Southampton,Manchester United,1.8287,0.799261,1,2,h,2014-12-08 20:00:00
4609,Southampton,Burnley,1.713,0.396158,0,1,a,2014-12-13 15:00:00
4623,Southampton,Everton,2.21266,0.597999,3,0,h,2014-12-20 15:00:00
4635,Southampton,Crystal Palace,1.30288,0.379447,3,1,a,2014-12-26 15:00:00
4640,Southampton,Chelsea,0.528455,0.521788,1,1,h,2014-12-28 14:05:00
4555,Southampton,Arsenal,2.41442,0.849285,2,0,h,2015-01-01 15:00:00
4570,Southampton,Manchester United,1.15706,1.19228,1,0,a,2015-01-11 16:00:00
4577,Southampton,Newcastle United,0.432026,0.856732,2,1,a,2015-01-17 17:30:00
4514,Southampton,Swansea,1.62682,0.262557,0,1,h,2015-02-01 16:00:00
4520,Southampton,Queens Park Rangers,0.963892,1.03037,1,0,a,2015-02-07 15:00:00
4532,Southampton,West Ham,1.68446,0.125464,0,0,h,2015-02-11 19:45:00
4544,Southampton,Liverpool,0.869183,0.695778,0,2,h,2015-02-22 16:15:00
4546,Southampton,West Bromwich Albion,0.579867,1.08916,0,1,a,2015-02-28 15:00:00
4484,Southampton,Crystal Palace,2.22869,0.392674,1,0,h,2015-03-03 19:45:00
4499,Southampton,Chelsea,1.82802,3.19317,1,1,a,2015-03-15 13:30:00
4506,Southampton,Burnley,1.92097,1.05022,2,0,h,2015-03-21 15:00:00
4441,Southampton,Everton,0.533646,1.02048,0,1,a,2015-04-04 15:00:00
4453,Southampton,Hull,2.37369,0.737337,2,0,h,2015-04-11 15:00:00
4464,Southampton,Stoke,1.36108,2.26451,1,2,a,2015-04-18 15:00:00
4468,Southampton,Tottenham,1.39327,0.531276,2,2,h,2015-04-25 12:45:00
4402,Southampton,Sunderland,0.906357,1.97694,1,2,a,2015-05-02 15:00:00
4412,Southampton,Leicester,0.348109,1.64129,0,2,a,2015-05-09 15:00:00
4419,Southampton,Aston Villa,3.59558,1.18593,6,1,h,2015-05-16 12:45:00
4437,Southampton,Manchester City,0.775853,2.44073,0,2,a,2015-05-24 15:00:00
