,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
9199,Brighton,Watford,0.45504,1.42372,0,2,a,2018-08-11 17:00:00
9215,Brighton,Manchester United,1.63672,1.56579,3,2,h,2018-08-19 18:00:00
9223,Brighton,Liverpool,0.535616,1.81412,0,1,a,2018-08-25 19:30:00
9233,Brighton,Fulham,2.68216,1.51555,2,2,h,2018-09-01 14:00:00
9246,Brighton,Southampton,1.97094,2.19521,2,2,a,2018-09-17 19:00:00
9254,Brighton,Tottenham,0.817174,2.11655,1,2,h,2018-09-22 16:30:00
9260,Brighton,Manchester City,0.23023,2.90697,0,2,a,2018-09-29 14:00:00
9267,Brighton,West Ham,1.02566,1.43652,1,0,h,2018-10-05 19:00:00
9280,Brighton,Newcastle United,0.675798,1.71169,1,0,a,2018-10-20 14:00:00
9290,Brighton,Wolverhampton Wanderers,1.01337,1.38027,1,0,h,2018-10-27 14:00:00
9301,Brighton,Everton,0.676348,2.59305,1,3,a,2018-11-03 15:00:00
9307,Brighton,Cardiff,0.767044,1.94297,1,2,a,2018-11-10 12:30:00
9322,Brighton,Leicester,0.862315,1.12521,1,1,h,2018-11-24 15:00:00
9332,Brighton,Huddersfield,1.67998,0.558083,2,1,a,2018-12-01 15:00:00
9337,Brighton,Crystal Palace,1.2521,1.5329,3,1,h,2018-12-04 19:45:00
9354,Brighton,Burnley,0.951507,1.81251,0,1,a,2018-12-08 15:00:00
9366,Brighton,Chelsea,0.26126,1.6111,1,2,h,2018-12-16 13:30:00
9375,Brighton,Bournemouth,0.825478,0.892502,0,2,a,2018-12-22 15:00:00
9386,Brighton,Arsenal,1.38502,0.789138,1,1,h,2018-12-26 17:15:00
9396,Brighton,Everton,1.60311,0.655851,1,0,h,2018-12-29 15:00:00
9398,Brighton,West Ham,0.686806,0.639356,2,2,a,2019-01-02 19:45:00
9416,Brighton,Liverpool,0.384198,2.2665,0,1,h,2019-01-12 15:00:00
9421,Brighton,Manchester United,0.635111,2.64005,1,2,a,2019-01-19 15:00:00
9429,Brighton,Fulham,2.36867,3.46113,2,4,a,2019-01-29 19:45:00
9446,Brighton,Watford,1.83528,0.279297,0,0,h,2019-02-02 15:00:00
9449,Brighton,Burnley,1.31614,1.83041,1,3,h,2019-02-09 17:30:00
9467,Brighton,Leicester,1.20566,1.92171,1,2,a,2019-02-26 19:45:00
9485,Brighton,Huddersfield,1.39896,0.2014,1,0,h,2019-03-02 15:00:00
9493,Brighton,Crystal Palace,0.129312,1.44291,2,1,a,2019-03-09 12:30:00
9516,Brighton,Southampton,0.560521,0.857436,0,1,h,2019-03-30 15:00:00
9462,Brighton,Chelsea,0.440898,3.12416,0,3,a,2019-04-03 19:45:00
9536,Brighton,Bournemouth,0.206731,2.76885,0,5,h,2019-04-13 15:00:00
9505,Brighton,Cardiff,0.588539,0.819472,0,2,h,2019-04-16 19:45:00
9537,Brighton,Wolverhampton Wanderers,0.115051,2.60447,0,0,a,2019-04-20 15:00:00
9519,Brighton,Tottenham,0.143138,1.0032,0,1,a,2019-04-23 19:45:00
9556,Brighton,Newcastle United,1.20482,0.43797,1,1,h,2019-04-27 17:30:00
9566,Brighton,Arsenal,1.90585,2.36178,1,1,a,2019-05-05 15:30:00
9576,Brighton,Manchester City,0.595313,2.22234,1,4,h,2019-05-12 14:00:00
