,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
16384,West Ham,Newcastle United,3.00939,1.67926,4,2,a,2021-08-15 13:00:00
16395,West Ham,Leicester,2.28613,0.62676,4,1,h,2021-08-23 19:00:00
16401,West Ham,Crystal Palace,1.44748,1.67658,2,2,h,2021-08-28 14:00:00
16411,West Ham,Southampton,0.725407,0.692135,0,0,a,2021-09-11 14:00:00
16424,West Ham,Manchester United,1.6671,1.8954,1,2,h,2021-09-19 13:00:00
16429,West Ham,Leeds,1.98962,1.1967,2,1,a,2021-09-25 14:00:00
16444,West Ham,Brentford,1.37258,1.30098,1,2,h,2021-10-03 13:00:00
16449,West Ham,Everton,2.03034,0.854165,1,0,a,2021-10-17 13:00:00
16465,West Ham,Tottenham,1.73468,0.672198,1,0,h,2021-10-24 13:00:00
16466,West Ham,Aston Villa,2.66391,0.687551,4,1,a,2021-10-31 16:30:00
