,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
4753,West Bromwich Albion,Sunderland,1.68343,0.991901,2,2,h,2014-08-16 15:00:00
4762,West Bromwich Albion,Southampton,0.665791,0.665853,0,0,a,2014-08-23 15:00:00
4773,West Bromwich Albion,Swansea,0.696665,2.02641,0,3,a,2014-08-30 15:00:00
4725,West Bromwich Albion,Everton,0.602059,0.807492,0,2,h,2014-09-13 15:00:00
4735,West Bromwich Albion,Tottenham,1.08401,0.438596,1,0,a,2014-09-21 13:30:00
4747,West Bromwich Albion,Burnley,1.81127,0.473814,4,0,h,2014-09-28 16:00:00
4691,West Bromwich Albion,Liverpool,1.4384,1.56163,1,2,a,2014-10-04 15:00:00
4708,West Bromwich Albion,Manchester United,0.61662,0.934042,2,2,h,2014-10-20 20:00:00
4712,West Bromwich Albion,Crystal Palace,1.45724,1.77354,2,2,h,2014-10-25 15:00:00
4651,West Bromwich Albion,Leicester,0.562442,1.41001,1,0,a,2014-11-01 15:00:00
4667,West Bromwich Albion,Newcastle United,0.765208,0.694441,0,2,h,2014-11-09 13:30:00
4674,West Bromwich Albion,Chelsea,0.0930471,4.36607,0,2,a,2014-11-22 15:00:00
4679,West Bromwich Albion,Arsenal,0.31526,1.05603,0,1,h,2014-11-29 12:45:00
4594,West Bromwich Albion,West Ham,1.41302,1.24431,1,2,h,2014-12-02 20:00:00
4603,West Bromwich Albion,Hull,1.06151,0.586305,0,0,a,2014-12-06 15:00:00
4612,West Bromwich Albion,Aston Villa,1.4373,0.266303,1,0,h,2014-12-13 15:00:00
4622,West Bromwich Albion,Queens Park Rangers,1.30117,2.92864,2,3,a,2014-12-20 15:00:00
4633,West Bromwich Albion,Manchester City,2.64442,2.10224,1,3,h,2014-12-26 15:00:00
4646,West Bromwich Albion,Stoke,1.35813,1.25399,0,2,a,2014-12-28 15:00:00
4556,West Bromwich Albion,West Ham,1.1226,1.13586,1,1,a,2015-01-01 15:00:00
4563,West Bromwich Albion,Hull,0.784159,0.395844,1,0,h,2015-01-10 15:00:00
4580,West Bromwich Albion,Everton,0.196316,1.4927,0,0,a,2015-01-19 20:00:00
4586,West Bromwich Albion,Tottenham,0.808495,1.34429,0,3,h,2015-01-31 15:00:00
4522,West Bromwich Albion,Burnley,2.55442,1.09795,2,2,a,2015-02-08 12:00:00
4534,West Bromwich Albion,Swansea,0.685986,0.438959,2,0,h,2015-02-11 20:00:00
4538,West Bromwich Albion,Sunderland,0.107318,0.699828,0,0,a,2015-02-21 15:00:00
4546,West Bromwich Albion,Southampton,1.08916,0.579867,1,0,h,2015-02-28 15:00:00
4482,West Bromwich Albion,Aston Villa,0.905628,1.9201,1,2,a,2015-03-03 19:45:00
4496,West Bromwich Albion,Stoke,0.958807,0.198751,1,0,h,2015-03-14 15:00:00
4503,West Bromwich Albion,Manchester City,0.775158,4.90913,0,3,a,2015-03-21 12:45:00
4445,West Bromwich Albion,Queens Park Rangers,2.13361,1.20939,1,4,h,2015-04-04 15:00:00
4456,West Bromwich Albion,Leicester,0.968439,1.6874,2,3,h,2015-04-11 15:00:00
4462,West Bromwich Albion,Crystal Palace,0.698022,2.0561,2,0,a,2015-04-18 15:00:00
4471,West Bromwich Albion,Liverpool,0.507754,1.41235,0,0,h,2015-04-25 15:00:00
4405,West Bromwich Albion,Manchester United,0.317533,2.10841,1,0,a,2015-05-02 17:30:00
4413,West Bromwich Albion,Newcastle United,1.21081,1.23706,1,1,a,2015-05-09 15:00:00
4428,West Bromwich Albion,Chelsea,1.22743,1.07679,3,0,h,2015-05-18 20:00:00
4433,West Bromwich Albion,Arsenal,0.569092,3.16614,1,4,a,2015-05-24 15:00:00
