,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
86,Swansea,Chelsea,2.59203,0.64396,2,2,a,2015-08-08 20:30:00
94,Swansea,Newcastle United,1.97424,0.113109,2,0,h,2015-08-15 18:00:00
103,Swansea,Sunderland,1.56064,0.569426,1,1,a,2015-08-22 18:00:00
120,Swansea,Manchester United,0.971183,1.28089,2,1,h,2015-08-30 19:00:00
124,Swansea,Watford,0.503008,1.57333,0,1,a,2015-09-12 18:00:00
136,Swansea,Everton,0.864868,1.77458,0,0,h,2015-09-19 18:00:00
142,Swansea,Southampton,1.41962,1.55418,1,3,a,2015-09-26 18:00:00
159,Swansea,Tottenham,0.774806,1.18142,2,2,h,2015-10-04 19:00:00
170,Swansea,Stoke,0.485489,1.64894,0,1,h,2015-10-19 23:00:00
171,Swansea,Aston Villa,1.74353,1.09516,2,1,a,2015-10-24 18:00:00
185,Swansea,Arsenal,0.264441,2.17657,0,3,h,2015-10-31 19:00:00
194,Swansea,Norwich,0.402284,1.19517,0,1,a,2015-11-07 19:00:00
202,Swansea,Bournemouth,1.88526,1.58509,2,2,h,2015-11-21 19:00:00
219,Swansea,Liverpool,0.367517,1.19358,0,1,a,2015-11-29 20:15:00
222,Swansea,Leicester,0.780602,2.20962,0,3,h,2015-12-05 19:00:00
232,Swansea,Manchester City,0.962789,1.34338,1,2,a,2015-12-12 19:00:00
249,Swansea,West Ham,0.973378,0.401988,0,0,h,2015-12-20 20:00:00
252,Swansea,West Bromwich Albion,1.21243,0.554583,1,0,h,2015-12-26 19:00:00
264,Swansea,Crystal Palace,0.169425,0.735185,0,0,a,2015-12-28 19:00:00
275,Swansea,Manchester United,0.542907,1.74266,1,2,a,2016-01-02 19:00:00
286,Swansea,Sunderland,1.06526,2.49057,2,4,h,2016-01-13 23:45:00
300,Swansea,Watford,0.474035,0.525478,1,0,h,2016-01-19 00:00:00
309,Swansea,Everton,1.08055,1.94094,2,1,a,2016-01-24 17:30:00
318,Swansea,West Bromwich Albion,1.17928,2.30645,1,1,a,2016-02-03 00:00:00
325,Swansea,Crystal Palace,1.32136,1.01465,1,1,h,2016-02-06 19:00:00
332,Swansea,Southampton,0.699012,1.19353,0,1,h,2016-02-13 19:00:00
347,Swansea,Tottenham,1.24938,3.57325,1,2,a,2016-02-28 18:05:00
355,Swansea,Arsenal,1.69788,1.4928,2,1,a,2016-03-02 23:45:00
361,Swansea,Norwich,0.545937,0.580126,1,0,h,2016-03-05 19:00:00
371,Swansea,Bournemouth,1.09562,0.70756,2,3,a,2016-03-12 19:00:00
379,Swansea,Aston Villa,0.490469,0.730828,1,0,h,2016-03-19 21:30:00
388,Swansea,Stoke,0.4319,1.17598,2,2,a,2016-04-02 18:00:00
397,Swansea,Chelsea,1.9071,1.3003,1,0,h,2016-04-09 18:00:00
408,Swansea,Newcastle United,0.787081,1.5024,0,3,a,2016-04-16 18:00:00
425,Swansea,Leicester,0.576457,3.31579,0,4,a,2016-04-24 19:15:00
433,Swansea,Liverpool,2.31862,0.776186,3,1,h,2016-05-01 15:00:00
439,Swansea,West Ham,2.47265,2.39454,4,1,a,2016-05-07 18:00:00
457,Swansea,Manchester City,0.115604,2.04003,1,1,h,2016-05-15 18:00:00
