,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
85,Norwich,Crystal Palace,1.13076,2.10975,1,3,h,2015-08-08 18:00:00
93,Norwich,Sunderland,1.71686,0.329128,3,1,a,2015-08-15 18:00:00
102,Norwich,Stoke,3.14888,0.698228,1,1,h,2015-08-22 18:00:00
119,Norwich,Southampton,0.639434,2.85501,0,3,a,2015-08-30 16:30:00
126,Norwich,Bournemouth,1.33151,0.389495,3,1,h,2015-09-12 18:00:00
140,Norwich,Liverpool,0.556271,1.90447,1,1,a,2015-09-20 19:00:00
147,Norwich,West Ham,1.38603,2.60407,2,2,a,2015-09-26 18:00:00
155,Norwich,Leicester,1.18074,3.00282,1,2,h,2015-10-03 18:00:00
169,Norwich,Newcastle United,1.34395,2.24896,2,6,a,2015-10-18 19:00:00
174,Norwich,West Bromwich Albion,1.03228,1.45436,0,1,h,2015-10-24 18:00:00
183,Norwich,Manchester City,1.17497,2.83557,1,2,a,2015-10-31 19:00:00
194,Norwich,Swansea,1.19517,0.402284,1,0,h,2015-11-07 19:00:00
207,Norwich,Chelsea,0.202798,2.16487,0,1,a,2015-11-21 19:00:00
220,Norwich,Arsenal,1.01025,1.65699,1,1,h,2015-11-29 20:15:00
223,Norwich,Watford,0.310524,2.07199,0,2,a,2015-12-05 19:00:00
231,Norwich,Everton,1.49283,2.43558,1,1,h,2015-12-12 16:45:00
246,Norwich,Manchester United,0.556897,1.01394,2,1,a,2015-12-19 19:00:00
253,Norwich,Tottenham,0.452019,2.40666,0,3,a,2015-12-26 19:00:00
263,Norwich,Aston Villa,1.10319,0.235874,2,0,h,2015-12-28 19:00:00
276,Norwich,Southampton,1.50509,0.932294,1,0,h,2016-01-02 19:00:00
285,Norwich,Stoke,0.193728,1.24456,1,3,a,2016-01-13 23:45:00
296,Norwich,Bournemouth,0.595472,2.53086,0,3,a,2016-01-16 19:00:00
301,Norwich,Liverpool,1.03432,1.44943,4,5,h,2016-01-23 16:45:00
313,Norwich,Tottenham,0.929319,2.75469,0,3,h,2016-02-02 23:45:00
326,Norwich,Aston Villa,1.1413,0.918291,0,2,a,2016-02-06 19:00:00
333,Norwich,West Ham,1.03362,0.741428,2,2,h,2016-02-13 19:00:00
343,Norwich,Leicester,0.814784,1.7645,0,1,a,2016-02-27 19:00:00
353,Norwich,Chelsea,1.24159,0.980988,1,2,h,2016-03-01 23:45:00
361,Norwich,Swansea,0.580126,0.545937,0,1,a,2016-03-05 19:00:00
369,Norwich,Manchester City,0.139743,0.557373,0,0,h,2016-03-12 16:45:00
378,Norwich,West Bromwich Albion,0.799255,0.332789,1,0,a,2016-03-19 19:00:00
387,Norwich,Newcastle United,1.65216,1.46835,3,2,h,2016-04-02 18:00:00
399,Norwich,Crystal Palace,0.675663,1.45029,0,1,a,2016-04-09 18:00:00
405,Norwich,Sunderland,1.09006,1.99748,0,3,h,2016-04-16 15:45:00
432,Norwich,Arsenal,0.578781,0.781508,0,1,a,2016-04-30 20:30:00
437,Norwich,Manchester United,1.36825,1.48344,0,1,h,2016-05-07 15:45:00
448,Norwich,Watford,2.41871,1.7686,4,2,h,2016-05-11 22:45:00
453,Norwich,Everton,0.43016,2.40775,0,3,a,2016-05-15 18:00:00
