,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
9199,Watford,Brighton,1.42372,0.45504,2,0,h,2018-08-11 17:00:00
9214,Watford,Burnley,1.9171,0.392642,3,1,a,2018-08-19 15:30:00
9224,Watford,Crystal Palace,1.14596,1.21905,2,1,h,2018-08-26 15:30:00
9236,Watford,Tottenham,0.454309,0.582521,2,1,h,2018-09-02 15:00:00
9243,Watford,Manchester United,1.17523,1.64902,1,2,h,2018-09-15 16:30:00
9247,Watford,Fulham,1.76133,1.77245,1,1,a,2018-09-22 11:30:00
9263,Watford,Arsenal,2.62141,1.57061,0,2,a,2018-09-29 14:00:00
9268,Watford,Bournemouth,1.06613,3.28471,0,4,h,2018-10-06 14:00:00
9278,Watford,Wolverhampton Wanderers,1.0684,0.47391,2,0,a,2018-10-20 14:00:00
9291,Watford,Huddersfield,2.29622,0.479655,3,0,h,2018-10-27 14:00:00
9299,Watford,Newcastle United,2.5452,0.691575,0,1,a,2018-11-03 15:00:00
9308,Watford,Southampton,1.07573,1.20211,1,1,a,2018-11-10 15:00:00
9318,Watford,Liverpool,0.673382,1.45314,0,3,h,2018-11-24 15:00:00
9331,Watford,Leicester,1.19923,1.41758,0,2,a,2018-12-01 15:00:00
9341,Watford,Manchester City,1.672,2.51933,1,2,h,2018-12-04 20:00:00
9351,Watford,Everton,1.63043,1.72686,2,2,a,2018-12-10 20:00:00
9358,Watford,Cardiff,1.64998,0.485768,3,2,h,2018-12-15 15:00:00
9368,Watford,West Ham,2.32983,2.06507,2,0,a,2018-12-22 15:00:00
9377,Watford,Chelsea,1.24414,2.1956,1,2,h,2018-12-26 19:30:00
9387,Watford,Newcastle United,1.05566,0.661713,1,1,h,2018-12-29 15:00:00
9405,Watford,Bournemouth,0.977046,2.84828,3,3,a,2019-01-02 19:45:00
9412,Watford,Crystal Palace,1.56262,1.1617,2,1,a,2019-01-12 15:00:00
9418,Watford,Burnley,1.06981,1.97256,0,0,h,2019-01-19 15:00:00
9435,Watford,Tottenham,0.479838,1.36248,1,2,a,2019-01-30 20:00:00
9446,Watford,Brighton,0.279297,1.83528,0,0,a,2019-02-02 15:00:00
9451,Watford,Everton,1.53311,0.641094,1,0,h,2019-02-09 15:00:00
9463,Watford,Cardiff,2.75798,1.90045,5,1,a,2019-02-22 19:45:00
9476,Watford,Liverpool,0.630423,2.74266,0,5,a,2019-02-27 20:00:00
9479,Watford,Leicester,1.36515,0.794683,2,1,h,2019-03-03 12:00:00
9489,Watford,Manchester City,0.407168,3.75714,1,3,a,2019-03-09 17:30:00
9509,Watford,Manchester United,1.35208,1.98052,1,2,a,2019-03-30 15:00:00
9518,Watford,Fulham,1.59338,1.90917,4,1,h,2019-04-02 19:45:00
9527,Watford,Arsenal,1.12595,2.2668,0,1,h,2019-04-15 20:00:00
9541,Watford,Huddersfield,1.08462,1.09072,2,1,a,2019-04-20 15:00:00
9499,Watford,Southampton,1.27253,2.11999,1,1,h,2019-04-23 19:45:00
9547,Watford,Wolverhampton Wanderers,0.896093,2.44357,1,2,h,2019-04-27 15:00:00
9563,Watford,Chelsea,1.2712,2.96478,0,3,a,2019-05-05 13:00:00
9567,Watford,West Ham,2.06986,3.20094,1,4,h,2019-05-12 14:00:00
