,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
11647,Everton,Crystal Palace,1.2246,0.87159,0,0,a,2019-08-10 15:00:00
11656,Everton,Watford,0.832913,1.17279,1,0,h,2019-08-17 15:00:00
11663,Everton,Aston Villa,1.25668,0.855926,0,2,a,2019-08-23 20:00:00
11681,Everton,Wolverhampton Wanderers,1.48842,2.00172,3,2,h,2019-09-01 14:00:00
11690,Everton,Bournemouth,1.50641,1.41542,1,3,a,2019-09-15 13:00:00
11698,Everton,Sheffield United,1.26041,0.508011,0,2,h,2019-09-21 14:00:00
11711,Everton,Manchester City,2.35854,3.1082,1,3,h,2019-09-28 16:30:00
11714,Everton,Burnley,1.30723,0.558912,0,1,a,2019-10-05 15:00:00
11727,Everton,West Ham,2.23324,0.459112,2,0,h,2019-10-19 12:30:00
11734,Everton,Brighton,1.04723,1.15279,2,3,a,2019-10-26 15:00:00
11748,Everton,Tottenham,1.15532,0.243393,1,1,h,2019-11-03 16:30:00
11758,Everton,Southampton,2.08883,0.742281,2,1,a,2019-11-09 15:00:00
11768,Everton,Norwich,0.812693,1.80849,0,2,h,2019-11-23 15:00:00
11775,Everton,Leicester,1.24986,2.24348,1,2,a,2019-12-01 16:30:00
11792,Everton,Liverpool,1.76453,2.41397,2,5,a,2019-12-04 20:15:00
11796,Everton,Chelsea,2.03892,1.25734,3,1,h,2019-12-07 12:30:00
11809,Everton,Manchester United,0.276759,1.48327,1,1,a,2019-12-15 14:00:00
11816,Everton,Arsenal,0.486523,0.881818,0,0,h,2019-12-21 12:30:00
11827,Everton,Burnley,1.47521,0.565252,1,0,h,2019-12-26 15:00:00
11838,Everton,Newcastle United,2.82576,1.63211,2,1,a,2019-12-28 15:00:00
11848,Everton,Manchester City,0.848942,1.79757,1,2,a,2020-01-01 17:30:00
11860,Everton,Brighton,2.02533,1.53324,1,0,h,2020-01-11 15:00:00
11872,Everton,West Ham,1.95473,1.68436,1,1,a,2020-01-18 15:00:00
11877,Everton,Newcastle United,2.05254,0.570931,2,2,h,2020-01-21 19:30:00
11891,Everton,Watford,2.70178,0.919248,3,2,a,2020-02-01 15:00:00
11897,Everton,Crystal Palace,2.79103,0.865323,3,1,h,2020-02-08 12:30:00
11903,Everton,Arsenal,2.65691,1.33567,2,3,a,2020-02-23 16:30:00
11916,Everton,Manchester United,2.41259,1.12561,1,1,h,2020-03-01 14:00:00
11925,Everton,Chelsea,0.445922,2.02883,0,4,a,2020-03-08 14:00:00
11940,Everton,Liverpool,0.621456,0.659123,0,0,h,2020-06-21 18:00:00
11948,Everton,Norwich,0.654912,0.382813,1,0,a,2020-06-24 17:00:00
11958,Everton,Leicester,1.17592,1.80384,2,1,h,2020-07-01 17:00:00
11971,Everton,Tottenham,0.403762,0.511828,0,1,a,2020-07-06 19:00:00
11978,Everton,Southampton,0.671442,2.29684,1,1,h,2020-07-09 17:00:00
11992,Everton,Wolverhampton Wanderers,0.286561,2.86724,0,3,a,2020-07-12 11:00:00
11997,Everton,Aston Villa,0.944434,1.52021,1,1,h,2020-07-16 17:00:00
12009,Everton,Sheffield United,0.624814,0.468461,1,0,a,2020-07-20 17:00:00
12019,Everton,Bournemouth,1.74699,1.46461,1,3,h,2020-07-26 15:00:00
