,name,understat_id
2203,Lucas Digne,1823
2204,Sol Bamba,4027
2205,Nathaniel Mendez-Laing,6824
2206,Callum Paterson,6826
2207,Willy Boly,6850
2208,Matt Doherty,6852
2209,Rúben Neves,6853
2210,Karlan Grant,7390
2234,Ivan Cavaleiro,3683
2235,Florin Andone,4068
2237,Aboubakar Kamara,4866
2238,Youri Tielemans,5956
2243,Josh Murphy,6828
2244,Stuart Armstrong,6893
2261,Lucas Torreira,1227
2262,Jorginho,1389
2266,Jefferson Lerma,2182
2267,Ricardo Pereira,3303
2268,Romain Saiss,3491
2271,Naby Keita,5247
2278,Andriy Yarmolenko,6274
2280,Ryan Sessegnon,6837
2281,Leander Dendoncker,7236
2282,Yan Valery,7280
2283,Yoshinori Muto,47
2285,Max Meyer,338
2286,Sokratis,371
2287,Leon Balogun,394
2344,Luciano Vietto,2274
2345,Jonny,2280
2347,André Gomes,2383
2348,Jon Gorenc Stankovic,2641
2349,Issa Diop,3203
2350,Rachid Ghezzal,3276
2351,Jean Michael Seri,3312
2352,Floyd Ayité,3328
2353,Fabinho,3420
2354,João Moutinho,3422
2355,Hélder Costa,3428
2357,Domingos Quina,5573
2358,Isaac Mbenza,5662
2368,Juan Foyth,6306
2372,Yerry Mina,6521
2374,Fred,6817
2375,Sean Morrison,6823
2376,Danny Ward,6830
2377,Tom Cairney,6835
2378,Ken Sema,6841
2379,Ryan Fredericks,6891
2380,Fabián Balbuena,6892
2381,Kenneth Zohore,6928
2382,Bernard,7063
2383,Sean Longstaff,7078
2384,Kadeem Harris,7120
2385,Aron Gunnarsson,7199
2386,Juninho Bacuna,7219
2387,Jannik Vestergaard,111
2388,Bernd Leno,181
2435,Luke Dreher,636
2477,Joe Bennett,959
2487,Antonio Barreca,1181
2490,Alisson,1257
2491,Stephan Lichtsteiner,1303
2492,Adam Masina,1441
2515,Martín Montoya,1950
2517,Sergio Rico,2072
2518,Vicente Guaita,2190
2519,Mateo Kovacic,2254
2520,Denis Suárez,2308
2522,Fabri,2587
2523,Erik Durm,2640
2525,Maxime Le Marchand,3304
2532,Sam Gallagher,4483
2533,Bruno Ecuele Manga,4883
2534,Kepa,5061
2535,Diego Rico,5065
2537,Marc Navarro,5085
2539,Bernardo,5245
2540,Caglar Söyüncü,5264
2541,Angus Gunn,5544
2546,Sam Surridge,5602
2547,Yves Bissouma,5609
2548,Adama Diakhaby,5740
2549,Matteo Guendouzi,5759
2557,Joel Coleman,6041
2569,Ben Johnson,6424
2570,Franck Zambo,6434
2577,Grady Diangana,6651
2578,Rafael Camacho,6666
2580,Luke Amos,6819
2581,Neil Etheridge,6821
2582,Lee Peltier,6822
2583,Joe Ralls,6825
2584,Gary Madine,6829
2585,Greg Cunningham,6831
2586,Cyrus Christie,6833
2587,Joe Bryan,6834
2588,Kevin McDonald,6836
2589,Stefan Johansen,6838
2590,Ibrahima Cissé,6839
2591,Neeskens Kebano,6840
2592,Alireza Jahanbakhsh,6842
2593,David Button,6843
2594,Rui Patrício,6849
2595,Conor Coady,6851
2596,Léo Bonatini,6855
2597,Rúben Vinagre,6856
2598,Morgan Gibbs-White,6857
2599,Mohamed Elyounoussi,6894
2600,Marcus Bettinelli,7076
2601,Denis Odoi,7077
2602,Tim Ream,7184
2603,Oliver Skipp,7198
2604,Loïc Damour,7215
2605,Ben Wilmot,7216
2606,Diogo Dalot,7281
2607,Xande Silva,7312
2608,Tyreke Johnson,7314
2609,Bukayo Saka,7322
2610,Kayne Ramsay,7326
2611,Max Kilman,7332
2612,Callum Slattery,7335
2613,Rhys Healey,7340
2614,Chris Mepham,7384
2615,Miguel Almirón,7420
2616,Demeaco Duhaney,7437
2617,James Garner,7438
2618,Tahith Chong,7439
2619,Matty Daly,7458
2620,Will Norris,7459
2621,Aaron Rowe,7487
2622,Mason Greenwood,7490
2623,Harvey Elliott,7546
2624,Mark Travers,7582
2644,Teemu Pukki,7696
2648,Neal Maupay,3621
2653,Christian Pulisic,2662
2660,Bruno Fernandes,1228
2661,Harry Wilson,5596
2662,Sébastien Haller,6144
2664,Mason Mount,7768
2673,Todd Cantwell,7695
2674,Trézéguet,7722
2680,Nicolas Pepe,5656
2681,Ismaila Sarr,5675
2685,Leandro Trossard,7698
2686,John Lundstram,7708
2687,John Fleck,7709
2688,Wesley,7724
2704,Anwar El Ghazi,5612
2708,Che Adams,7700
2709,Allan Saint-Maximin,101
2719,Rodri,2496
2724,Daniel James,5595
2727,Douglas Luiz,6122
2728,Pedro Neto,6382
2731,Adam Webster,7699
2732,Billy Sharp,7712
2733,Conor Hourihane,7721
2734,John McGinn,7723
2735,Gabriel Martinelli,7752
2736,Aaron Connolly,7991
2737,Tomas Soucek,8288
2738,Steven Bergwijn,8300
2740,Joelinton,87
2766,Moise Kean,1304
2775,Pablo Fornals,2335
2778,Patrick Cutrone,4918
2782,Tanguy NDombele Alvaro,5962
2784,Jetro Willems,6143
2791,Moussa Djenepo,7701
2792,John Egan,7703
2793,George Baldock,7706
2794,Enda Stevens,7707
2795,David McGoldrick,7711
2796,Matthew Longstaff,8016
2797,Mario Vrancic,12
2801,Josip Drmic,209
2834,Dennis Praet,1234
2846,Emiliano Buendía,2203
2852,Callum Robinson,4476
2863,Valentino Lazaro,6352
2868,Curtis Jones,6665
2870,Kortney Hause,6859
2873,Björn Engels,7152
2876,Jamal Lewis,7691
2877,Kenny McLean,7693
2878,Onel Hernández,7697
2879,Oliver Norwood,7710
2880,Ezri Konsa Ngoyo,7726
2881,Dennis Srbeny,7822
2882,Brandon Williams,8075
2883,Kieran Tierney,8089
2884,Sander Berge,8285
2885,Mbwana Samatta,8287
2886,Daniel Podence,8291
2888,Lukas Rupp,62
2892,Ørjan Nyland,250
2894,Ralf Fährmann,330
2983,Angelino,1040
2984,Keinan Davis,1053
2985,Moritz Leitner,1217
2988,José Reina,1374
2989,Emil Krafth,1545
3011,Jota,2132
3014,João Cancelo,2379
3018,Dani Ceballos,2446
3019,Dimitri Foulquier,2509
3020,Albian Ajeti,2673
3022,Frederic Guilbert,3253
3023,Djibril Sidibe,3357
3024,Ibrahim Amadou,3358
3030,Jean-Philippe Gbamin,4764
3034,Roberto Jiménez,5087
3035,Jesús Vallejo,5234
3036,Ondrej Duda,5240
3038,Kevin Danso,5261
3041,Nathan Holland,5567
3046,Aaron Ramsdale,5603
3047,Giovani Lo Celso,5681
3057,Bruno Jordao,6336
3070,Ignacio Pussetto,6997
3072,Emile Smith-Rowe,7230
3076,Dan Burn,7382
3081,Kelland Watts,7602
3082,Max Aarons,7688
3083,Ben Godfrey,7689
3084,Grant Hanley,7690
3085,Tom Trybull,7692
3086,Marco Stiepermann,7694
3087,Dean Henderson,7702
3088,Chris Basham,7704
3089,Jack O&#039;Connell,7705
3090,Luke Freeman,7713
3091,Ben Osborn,7714
3092,Simon Moore,7715
3093,Jonathan Kodjia,7725
3094,Henri Lansbury,7727
3095,James Justin,7753
3096,Jack Stacey,7823
3097,Billy Gilmour,7988
3098,Christoph Zimmermann,7990
3099,Steven Alzate,8020
3100,Adam Idah,8021
3101,Michael McGovern,8022
3102,Marvelous Nakamba,8040
3103,Eric Garcia,8045
3104,Kieron Freeman,8046
3105,Leon Clarke,8061
3106,Arnaut Danjuma Groeneveld,8066
3107,Reece James,8067
3108,Akin Famewo,8080
3109,David Martin,8082
3110,Lloyd Kelly,8090
3111,Troy Parrott,8145
3112,Anthony Gordon,8150
3113,Neco Williams,8204
3114,Tyrick Mitchell,8214
3115,Brandon Pierrick,8216
3116,Japhet Tanganga,8222
3117,William Smallbone,8224
3118,Tariq Lamptey,8226
3119,Jeremy Ngakia,8235
3120,Takumi Minamino,8239
3121,Indiana Vassilev,8254
3122,Gedson Fernandes,8257
3123,João Pedro,8272
3124,Jack Robinson,8286
3125,Josh Brownhill,8323
3126,Alexis Mac Allister,8379
3127,Pablo Marí,8380
3128,Faustino Anjorin,8383
3129,Armando Broja,8384
3130,Josh Martin,8455
3131,Nathan Tella,8456
3132,Richairo Zivkovic,8472
3133,Jarrad Branthwaite,8476
3134,Max Thompson,8480
3135,Jake Vokins,8493
3136,Tommy Doyle,8496
3137,Jordan Thomas,8518
3138,Luke Thomas,8562
3139,George Hirst,8563
3147,Ollie Watkins,8865
3157,Gareth Bale,2251
3158,Matheus Pereira,7153
3163,Edinson Cavani,3294
3181,Stuart Dallas,8718
3182,Jack Harrison,8720
3185,Rodrigo,2381
3187,Ferrán Torres,6441
3189,Timo Werner,65
3195,James Rodríguez,2249
3198,Raphinha,8026
3215,Mateusz Klich,4381
3216,Kai Havertz,5220
3221,Eberechi Eze,8706
3222,Fabio Silva,8778
3242,Josh Maja,5587
3250,Mbaye Diagne,9290
3274,Thiago Silva,3288
3278,Semi Ajayi,4490
3281,Gabriel,5613
3285,Timothy Castagne,6157
3296,Ezgjan Alioski,8722
3297,Hakim Ziyech,8992
3298,Conor Gallagher,9040
3299,Jayden Bogle,9205
3302,Thiago Alcántara,229
3349,Diego Llorente,2163
3350,Willian José,2361
3351,Martin Odegaard,2517
3353,Said Benrahma,3585
3361,Jean-Philippe Mateta,5735
3364,Nélson Semedo,6163
3365,Joachim Andersen,6314
3369,Rayan Ait Nouri,6674
3383,Carlos Vinicius,7395
3393,Nathaniel Phillips,8228
3398,Jimmy Dunne,8481
3400,Pascal Struijk,8717
3401,Kalvin Phillips,8719
3402,Joël Veltman,8780
3403,Liam Cooper,8816
3404,Donny van de Beek,8821
3405,Rúben Dias,8961
3406,Kean Bryan,9163
3407,Fabio Carvalho,9501
3408,Daniel Jebbison,9509
3409,Anthony Elanga,9524
3476,Sam Johnstone,978
3484,Allan,1379
3501,Alex Telles,1828
3502,Pablo Hernández,2164
3505,Kiko Casilla,2259
3507,Alphonse Areola,2310
3508,Thomas Partey,2328
3518,Morgan Sanson,3696
3527,Michael Hector,5274
3530,Rhian Brewster,5569
3531,Tosin Adarabioyo,5590
3533,Fernando Marçal,5708
3534,Kenny Tete,5973
3542,Cengiz Ünder,6162
3545,Robin Koch,6273
3547,Jayson Molumby,6350
3549,Joe Rodon,6377
3556,Ibrahima Diallo,6736
3564,Rúnar Alex Rúnarsson,6875
3565,Edouard Mendy,6880
3566,Mohammed Salisu,6923
3567,Okay Yokuslu,6932
3568,Robin Olsen,6962
3572,Sergio Reguilón,7187
3574,Ben White,7298
3577,Ozan Kabak,7376
3578,Josh Benson,7383
3580,Wesley Fofana,7589
3593,Zack Steffen,7817
3594,Caoimhin Kelleher,7904
3595,Daniel N&#039;Lundulu,7983
3601,Niels Nkounkou,8109
3602,Amad Diallo Traore,8127
3604,Scott Carson,8158
3605,Owen Otasowie,8180
3609,Oskar Buur,8227
3612,Ki-Jana Hoever,8351
3613,João Virgínia,8366
3615,Bailey Peacock-Farrell,8482
3617,Alexandre Jankewitz,8511
3618,Joel Mumbongo,8566
3619,Marek Rodák,8704
3620,Illan Meslier,8715
3621,Luke Ayling,8716
3622,Jamie Shackleton,8721
3623,Ian Poveda-Ocampo,8723
3624,Dara O&#039;Shea,8756
3625,Romaine Sawyers,8757
3626,Kyle Edwards,8758
3627,Vitinha,8777
3628,Konstantinos Tsimikas,8852
3629,Matthew Cash,8864
3630,Liam Delap,8868
3631,Conor Townsend,8905
3632,Max Lowe,8918
3633,Leif Davis,8919
3634,Antonee Robinson,8940
3635,Jacob Ramsey,8941
3636,Vladimir Coufal,8965
3637,Filip Krovinovic,8966
3638,Lewis Richardson,9082
3639,Rhys Williams,9086
3640,Robert Sánchez,9098
3641,Andi Zeqiri,9099
3642,Elliot Anderson,9154
3643,Theo Corbeanu,9209
3644,Niall Huggins,9219
3645,Antwoine Hackford,9222
3646,Percy Tau,9249
3647,Reda Khadra,9250
3648,Caleb Watts,9256
3649,Allan Tchaptchet,9257
3650,Jakub Moder,9284
3651,Iliman Ndiaye,9307
3652,Thakgalo Leshabela,9311
3653,Dane Scarlett,9332
3654,Carney Chukwuemeka,9356
3655,Shola Shoretire,9359
3656,Sidnei Tavares,9395
3657,Nathan Broadhead,9406
3658,Jaden Philogene-Bidace,9415
3659,Gaetano Berardi,9423
3660,Femi Seriki,9540
3661,Tyrese Francois,9552
3662,William Fish,9557
3663,Hannibal Mejbri,9558
3675,Cristiano Ronaldo,2371
3676,Maxwel Cornet,3278
3683,Hee-Chan Hwang,8845
3694,Odsonne Edouard,3697
3701,Emmanuel Dennis,9301
3720,Yoane Wissa,5786
3723,Bryan Mbeumo,6552
3724,Trevoh Chalobah,6615
3749,Juraj Kucka,1123
3773,Leon Bailey,5221
3793,Juan Camilo Hernández,6954
3794,Saman Ghoddos,7069
3796,Christian Nørgaard,7083
3799,Mathias Normann,7470
3805,Valentino Livramento,9512
3806,Ethan Pinnock,9678
3807,Rico Henry,9679
3808,Vitaly Janelt,9680
3809,Enock Mwepu,9734
3810,Patson Daka,9738
3811,Andrew Omobamidele,9833
3812,Michael Olise,9948
3885,Freddie Woodman,852
3902,Daniel Bachmann,1025
3926,Pontus Jansson,1801
3930,Raphael Varane,2245
3931,Saúl Ñíguez,2266
3937,Nicolas N&#039;Koulou,3387
3947,Álvaro Fernández,5191
3957,Pierre Lees-Melou,5619
3958,Malang Sarr,5648
3974,Lyanco,6252
3978,Boubakary Soumare,6310
3980,Ibrahima Konaté,6326
3981,Jadon Sancho,6345
3984,Júnior Firpo,6485
3986,Romain Perraud,6500
3988,Milot Rashica,6523
3989,Oghenekaro Etebo,6538
4001,William Troost-Ekong,6996
4002,Francisco Sierralta,7081
4003,Marc Cucurella,7134
4004,Mathias Jensen,7166
4007,Cristian Romero,7218
4009,Imran Louza,7278
4011,Joshua Sargent,7295
4013,Bryan Gil Salvatierra,7338
4017,Emerson,7430
4019,Marc Guehi,7603
4033,Takehiro Tomiyasu,7931
4055,Cole Palmer,8497
4068,Trincão,8934
4073,Charlie Cresswell,9220
4075,Joe Gelhardt,9339
4078,Jesurun Rak-Sakyi,9461
4079,Crysencio Summerville,9492
4080,Cody Drameh,9499
4081,David Raya,9676
4082,Kristoffer Ajer,9677
4083,Frank Onyeka,9681
4084,Mads Bidstrup,9682
4085,Mads Bech Sørensen,9683
4086,Marcus Forss,9684
4087,Mads Roerslev,9685
4088,Charlie Goode,9687
4089,Albert Sambi Lokonga,9689
4090,Folarin Balogun,9690
4091,Nuno Tavares,9691
4092,Nathan Collins,9733
4093,Taylor Richards,9735
4094,Kiernan Dewsbury-Hall,9739
4095,José Sá,9740
4096,Dimitris Giannoulis,9745
4097,Christos Tzolis,9746
4098,Bali Mumba,9747
4099,Cameron Archer,9912
4100,Shandon Baptiste,9914
4101,Ozan Tufan,9957
4102,Lewis Dobbin,10027
4103,Przemyslaw Placheta,10097
