,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
11648,Watford,Brighton,0.670022,0.855516,0,3,h,2019-08-10 15:00:00
11656,Watford,Everton,1.17279,0.832913,0,1,a,2019-08-17 15:00:00
11667,Watford,West Ham,2.29348,3.45768,1,3,h,2019-08-24 15:00:00
11679,Watford,Newcastle United,1.1068,1.04131,1,1,a,2019-08-31 15:00:00
11691,Watford,Arsenal,2.83209,1.00616,2,2,h,2019-09-15 15:30:00
11695,Watford,Manchester City,0.344718,6.63049,0,8,a,2019-09-21 14:00:00
11705,Watford,Wolverhampton Wanderers,1.06615,1.16363,0,2,a,2019-09-28 14:00:00
11719,Watford,Sheffield United,1.44318,0.353724,0,0,h,2019-10-05 15:00:00
11731,Watford,Tottenham,0.846851,0.891617,1,1,a,2019-10-19 15:00:00
11741,Watford,Bournemouth,0.674903,0.899526,0,0,h,2019-10-26 15:00:00
11751,Watford,Chelsea,1.4744,2.18313,1,2,h,2019-11-02 17:30:00
11757,Watford,Norwich,1.36017,0.62104,2,0,a,2019-11-08 20:00:00
11771,Watford,Burnley,0.902384,2.66281,0,3,h,2019-11-23 15:00:00
11778,Watford,Southampton,0.504005,1.9671,1,2,a,2019-11-30 17:30:00
11785,Watford,Leicester,0.199733,2.28735,0,2,a,2019-12-04 19:30:00
11801,Watford,Crystal Palace,1.57132,0.210746,0,0,h,2019-12-07 15:00:00
11808,Watford,Liverpool,1.01166,1.56674,0,2,a,2019-12-14 12:30:00
11821,Watford,Manchester United,1.59291,1.5309,2,0,h,2019-12-22 14:00:00
11830,Watford,Sheffield United,0.596611,2.04481,1,1,a,2019-12-26 15:00:00
11841,Watford,Aston Villa,3.25314,0.610997,3,0,h,2019-12-28 15:00:00
11852,Watford,Wolverhampton Wanderers,1.07053,1.23252,2,1,h,2020-01-01 15:00:00
11857,Watford,Bournemouth,2.29827,0.320447,3,0,a,2020-01-12 14:00:00
11871,Watford,Tottenham,2.39174,1.76697,0,0,h,2020-01-18 12:30:00
11873,Watford,Aston Villa,1.81101,1.06739,1,2,a,2020-01-21 19:30:00
11891,Watford,Everton,0.919248,2.70178,2,3,h,2020-02-01 15:00:00
11895,Watford,Brighton,0.280048,0.76201,1,1,a,2020-02-08 17:30:00
11910,Watford,Manchester United,0.294956,2.5042,0,3,a,2020-02-23 14:00:00
11921,Watford,Liverpool,2.71351,0.206031,3,0,h,2020-02-29 17:30:00
11926,Watford,Crystal Palace,0.449161,0.856107,0,1,a,2020-03-07 15:00:00
11935,Watford,Leicester,1.00765,1.05245,1,1,h,2020-06-20 11:30:00
11943,Watford,Burnley,0.495542,0.964774,0,1,a,2020-06-25 17:00:00
11961,Watford,Southampton,0.365347,1.3364,1,3,h,2020-06-28 15:30:00
11964,Watford,Chelsea,0.608971,2.78877,0,3,a,2020-07-04 19:00:00
11981,Watford,Norwich,0.725199,1.13378,2,1,h,2020-07-07 17:00:00
11991,Watford,Newcastle United,3.12855,1.49134,2,1,h,2020-07-11 11:30:00
12001,Watford,West Ham,1.03402,0.833995,1,3,a,2020-07-17 19:00:00
12011,Watford,Manchester City,0.131868,3.73814,0,4,h,2020-07-21 17:00:00
12014,Watford,Arsenal,3.9197,1.95282,2,3,a,2020-07-26 15:00:00
