,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
83,Everton,Watford,0.604226,0.557892,2,2,h,2015-08-08 18:00:00
92,Everton,Southampton,1.39628,1.06214,3,0,a,2015-08-15 15:45:00
108,Everton,Manchester City,0.579338,1.57983,0,2,h,2015-08-23 19:00:00
118,Everton,Tottenham,0.694692,1.99917,0,0,a,2015-08-29 20:30:00
121,Everton,Chelsea,1.18026,0.656048,3,1,h,2015-09-12 15:45:00
136,Everton,Swansea,1.77458,0.864868,0,0,a,2015-09-19 18:00:00
150,Everton,West Bromwich Albion,2.30159,1.27511,3,2,a,2015-09-28 23:00:00
158,Everton,Liverpool,1.20063,1.30844,1,1,h,2015-10-04 16:30:00
166,Everton,Manchester United,0.653457,1.47853,0,3,h,2015-10-17 18:00:00
176,Everton,Arsenal,0.373025,2.55754,1,2,a,2015-10-24 20:30:00
188,Everton,Sunderland,2.34852,1.21834,6,2,h,2015-11-01 17:30:00
195,Everton,West Ham,1.08814,0.589567,1,1,a,2015-11-07 19:00:00
206,Everton,Aston Villa,2.83068,0.322061,4,0,h,2015-11-21 19:00:00
213,Everton,Bournemouth,0.729005,1.69105,3,3,a,2015-11-28 19:00:00
230,Everton,Crystal Palace,1.69774,1.1905,1,1,h,2015-12-08 00:00:00
231,Everton,Norwich,2.43558,1.49283,1,1,a,2015-12-12 16:45:00
245,Everton,Leicester,1.48982,2.02911,2,3,h,2015-12-19 19:00:00
259,Everton,Newcastle United,1.69923,1.35711,1,0,a,2015-12-26 21:30:00
265,Everton,Stoke,2.2472,1.58159,3,4,h,2015-12-28 19:00:00
280,Everton,Tottenham,0.721603,0.75907,1,1,h,2016-01-03 20:00:00
288,Everton,Manchester City,0.369548,1.44957,0,0,a,2016-01-13 23:45:00
295,Everton,Chelsea,1.5891,2.44864,3,3,a,2016-01-16 19:00:00
309,Everton,Swansea,1.94094,1.08055,1,2,h,2016-01-24 17:30:00
319,Everton,Newcastle United,2.48447,0.626239,3,0,h,2016-02-03 23:45:00
323,Everton,Stoke,3.05913,0.693548,3,0,a,2016-02-06 19:00:00
334,Everton,West Bromwich Albion,1.82912,1.1974,0,1,h,2016-02-13 19:00:00
349,Everton,Aston Villa,2.63668,0.60177,3,1,a,2016-03-01 23:45:00
363,Everton,West Ham,2.09025,2.72091,2,3,h,2016-03-05 19:00:00
374,Everton,Arsenal,0.58617,1.92384,0,2,h,2016-03-19 16:45:00
393,Everton,Manchester United,0.755625,0.998692,0,1,a,2016-04-03 19:00:00
395,Everton,Watford,1.59979,0.408379,1,1,a,2016-04-09 18:00:00
404,Everton,Crystal Palace,0.759269,1.59025,0,0,a,2016-04-13 23:00:00
407,Everton,Southampton,0.318721,1.38323,1,1,h,2016-04-16 18:00:00
418,Everton,Liverpool,0.0886329,3.24472,0,4,a,2016-04-20 23:00:00
429,Everton,Bournemouth,0.95281,1.42599,2,1,h,2016-04-30 18:00:00
443,Everton,Leicester,1.30184,4.50525,1,3,a,2016-05-07 20:30:00
449,Everton,Sunderland,1.16563,2.44887,0,3,a,2016-05-11 22:45:00
453,Everton,Norwich,2.40775,0.43016,3,0,h,2016-05-15 18:00:00
