,team,opponent,xG_scored,xG_conceded,goals_scored,goals_conceded,location,date
14091,West Ham,Newcastle United,0.861445,1.65911,0,2,h,2020-09-12 19:00:00
14099,West Ham,Arsenal,2.06377,1.32902,1,2,a,2020-09-19 19:00:00
14113,West Ham,Wolverhampton Wanderers,3.05703,0.385152,4,0,h,2020-09-27 18:00:00
14470,West Ham,Leicester,2.03227,0.456022,3,0,a,2020-10-04 11:00:00
14483,West Ham,Tottenham,1.49992,1.77602,3,3,a,2020-10-18 15:30:00
14493,West Ham,Manchester City,0.263739,0.892456,1,1,h,2020-10-24 11:30:00
14499,West Ham,Liverpool,0.269048,1.56302,1,2,a,2020-10-31 17:30:00
14514,West Ham,Fulham,1.42614,1.84922,1,0,h,2020-11-07 20:00:00
14522,West Ham,Sheffield United,2.1142,0.692374,1,0,a,2020-11-22 14:00:00
14526,West Ham,Aston Villa,0.571633,2.39051,2,1,h,2020-11-30 20:00:00
14544,West Ham,Manchester United,2.53006,1.78708,1,3,h,2020-12-05 17:30:00
14548,West Ham,Leeds,1.7851,1.56644,2,1,a,2020-12-11 20:00:00
14561,West Ham,Crystal Palace,0.449469,1.09108,1,1,h,2020-12-16 20:00:00
14567,West Ham,Chelsea,0.277737,2.41157,0,3,a,2020-12-21 20:00:00
14583,West Ham,Brighton,1.38877,1.50551,2,2,h,2020-12-27 14:15:00
14588,West Ham,Southampton,1.07246,0.670996,0,0,a,2020-12-29 18:00:00
14595,West Ham,Everton,1.19713,0.371045,1,0,a,2021-01-01 17:30:00
14623,West Ham,Burnley,1.73397,0.395668,1,0,h,2021-01-16 15:00:00
14611,West Ham,West Bromwich Albion,2.17512,0.464091,2,1,h,2021-01-19 18:00:00
14634,West Ham,Crystal Palace,3.30321,0.629033,3,2,a,2021-01-26 18:00:00
14639,West Ham,Liverpool,0.883061,2.05809,1,3,h,2021-01-31 16:30:00
14645,West Ham,Aston Villa,1.79064,0.741154,3,1,a,2021-02-03 20:15:00
14657,West Ham,Fulham,0.943539,1.60884,0,0,a,2021-02-06 17:30:00
14674,West Ham,Sheffield United,2.32735,0.926652,3,0,h,2021-02-15 18:00:00
14683,West Ham,Tottenham,1.09246,0.770706,2,1,h,2021-02-21 12:00:00
14689,West Ham,Manchester City,1.92892,0.760574,1,2,a,2021-02-27 12:30:00
14704,West Ham,Leeds,2.37556,1.34971,2,0,h,2021-03-08 20:00:00
14711,West Ham,Manchester United,0.463737,1.70128,0,1,a,2021-03-14 19:15:00
14724,West Ham,Arsenal,2.50629,1.35217,3,3,h,2021-03-21 15:00:00
14734,West Ham,Wolverhampton Wanderers,1.59694,1.95649,3,2,a,2021-04-05 19:15:00
14744,West Ham,Leicester,1.02408,1.17188,3,2,h,2021-04-11 13:05:00
14752,West Ham,Newcastle United,2.06741,2.4314,2,3,a,2021-04-17 11:30:00
14763,West Ham,Chelsea,0.267123,2.52059,0,1,h,2021-04-24 16:30:00
14766,West Ham,Burnley,2.42477,1.68312,2,1,a,2021-05-03 19:15:00
14783,West Ham,Everton,1.09704,1.56222,0,1,h,2021-05-09 15:30:00
14785,West Ham,Brighton,1.92378,0.922587,1,1,a,2021-05-15 19:00:00
14804,West Ham,West Bromwich Albion,3.56991,1.10741,3,1,a,2021-05-19 19:15:00
14813,West Ham,Southampton,1.98344,1.35179,3,0,h,2021-05-23 15:00:00
